#SEARCH PARAMETERS:
#Initial robustness threshold:	0
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: 
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	1
#use_upper_bound_in_rp:	0
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate,rpg_better_supporting_actions_rate,rp_increasing_robustness_rate
zenotravel.pddl.4p_2a_4d.0,pfile10,10,3,12,0.25,63.336,7.91,54.82,0.57,0.036,0.247031,0.00587253,1
zenotravel.pddl.4p_2a_2d.0,pfile2,8,1,16,0.0078125,5.452,0.12,5.32,0,0.012,0.872093,0.0048844,1
zenotravel.pddl.4p_2a_2d.0,pfile2,8,2,17,0.015625,11.334,0.3,10.99,0.02,0.024,0.829545,0.00434437,1
zenotravel.pddl.4p_2a_2d.0,pfile2,8,3,4,0.0625,13.786,0.4,13.33,0.02,0.036,0.825,0.00395402,1
zenotravel.pddl.4p_2a_2d.0,pfile2,8,4,10,0.09375,21.188,0.85,20.24,0.05,0.048,0.329412,0.00262954,1
zenotravel.pddl.4p_2a_2d.0,pfile2,8,5,5,0.25,41.72,1.9,39.64,0.12,0.06,0.223256,0.00219927,1
zenotravel.pddl.4p_2a_2d.0,pfile6,8,1,28,0.0078125,32.862,1.2,31.44,0.21,0.012,0.904762,0.00303312,1
zenotravel.pddl.4p_2a_2d.0,pfile6,8,2,58,0.015625,210.814,3.01,207.31,0.47,0.024,0.820755,0.00384214,1
zenotravel.pddl.4p_2a_2d.0,pfile6,8,3,50,0.03125,345.526,6.13,338.58,0.78,0.036,0.779026,0.00265322,1
zenotravel.pddl.4p_2a_2d.0,pfile6,8,4,10,0.0625,347.868,6.28,340.73,0.81,0.048,1,0.00316484,-nan
zenotravel.pddl.4p_2a_2d.0,pfile8,8,1,59,0.00390625,129.582,4.45,124.45,0.67,0.012,0.946269,0.00326059,1
zenotravel.pddl.4p_2a_2d.0,pfile8,8,2,64,0.0078125,483.244,14.5,467.08,1.64,0.024,0.911602,0.00196712,1
zenotravel.pddl.4p_2a_2d.0,pfile10,8,1,90,0.00390625,372.012,11.82,358.82,1.36,0.012,0.917695,0.00280205,1
zenotravel.pddl.4p_2a_2d.0,pfile10,8,2,131,0.0078125,1610.38,39.16,1567.64,3.56,0.024,0.9326,0.00204159,1
zenotravel.pddl.4p_2a_0d.0,pfile2,6,1,3,0.125,0.102,0,0.09,0,0.012,1,0.00437094,-nan
zenotravel.pddl.4p_2a_0d.0,pfile4,6,1,21,0.125,8.982,0.74,8.22,0.01,0.012,1,0.00335192,-nan
zenotravel.pddl.4p_2a_0d.0,pfile8,6,1,135,0.03125,1168.1,33.32,1132.23,2.54,0.012,1,0.00107177,-nan
zenotravel.pddl.4p_2a_0d.0,pfile10,6,1,204,0.03125,964.962,44.1,916.79,4.06,0.012,1,0.00149317,0.75
zenotravel.pddl.4p_0a_4d.0,pfile2,8,1,2,0.125,0.012,0,0,0,0.012,1,0.362989,-nan
zenotravel.pddl.4p_0a_4d.0,pfile4,8,1,3,0.125,0.012,0,0,0,0.012,1,0.388817,-nan
zenotravel.pddl.4p_0a_4d.0,pfile6,8,1,4,0.25,0.012,0,0,0,0.012,1,0.309495,-nan
zenotravel.pddl.4p_0a_4d.0,pfile8,8,1,4,0.125,0.022,0,0.01,0,0.012,1,0.237206,-nan
zenotravel.pddl.4p_0a_4d.0,pfile10,8,1,9,0.125,0.042,0,0.03,0,0.012,1,0.219764,-nan
zenotravel.pddl.4p_0a_2d.0,pfile2,6,1,4,0.125,0.022,0,0.01,0,0.012,1,0.0593305,-nan
zenotravel.pddl.4p_0a_2d.0,pfile4,6,1,211,0.03125,56.352,0.43,55.88,0.03,0.012,1,0.0320302,-nan
zenotravel.pddl.4p_0a_2d.0,pfile4,6,2,15,0.0625,169.034,0.83,168.07,0.11,0.024,0.943359,0.0446075,1
zenotravel.pddl.4p_0a_2d.0,pfile4,6,3,109,0.125,194.146,1.1,192.87,0.14,0.036,0.989062,0.0298211,1
zenotravel.pddl.4p_0a_2d.0,pfile6,6,1,10,0.125,0.112,0.01,0.08,0.01,0.012,1,0.0325602,-nan
