#SEARCH,PARAMETERS:,,,,,,,,,
#Max,restart:,5,,,,,,,,
#Max,iterations:,5,,,,,,,,
#Initial,depth,bound:,10,,,,,,,
#Probes,at,depth:,60,,,,,,,
#Neighborhood,size:,5,,,,,,,,
#Initial,fail,bound:,32,,,,,,,
#Min,heuristic,bias:,0.5,,,,,,,
#Max,heuristic,bias:,1.5,,,,,,,
#,,,,,,,,,,
#RELAXED,PLAN,PARAMETERS:,,,,,,,,
#Relaxed,plan,type:,PURE_FF_RP,,,,,,,
#ignore_poss_del_in_rp:,1,,,,,,,,,
#use_lower_bound_in_rp:,1,,,,,,,,,
#use_upper_bound_in_rp:,0,,,,,,,,,
#use_robustness_threshold:,1,,,,,,,,,
#clauses_from_rpg_for_false_preconditions:,1,,,,,,,,,
#current_actions_affect_candidate_action:,1,,,,,,,,,
#candidate_actions_affect_current_actions:,1,,,,,,,,,
#,,,,,,,,,,
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time
freecell.pddl.0p_0a_2d.0,pfile3,2,1,22,0.5,0.103997,0.01,0.08,0,0.013997
freecell.pddl.0p_0a_2d.0,pfile3,2,2,24,1,0.183997,0.02,0.15,0,0.013997
freecell.pddl.0p_0a_2d.0,pfile4,2,1,37,0.5,0.312998,0,0.3,0,0.012998
freecell.pddl.0p_0a_2d.0,pfile4,2,2,38,1,1.083,0.05,1.01,0.01,0.012998
freecell.pddl.0p_0a_2d.0,pfile5,2,1,44,0.5,0.703997,0.08,0.6,0.01,0.013997
freecell.pddl.0p_0a_2d.0,pfile6,2,1,67,0.25,2.254,0.27,1.92,0.05,0.013997
freecell.pddl.0p_0a_2d.0,pfile6,2,2,126,0.5,8.57799,1.11,7.23,0.21,0.027994
freecell.pddl.0p_0a_2d.0,pfile6,2,3,49,1,33.268,4.23,28.32,0.69,0.027994
freecell.pddl.0p_0a_2d.0,pfile7,2,1,82,0.25,3.274,0.53,2.67,0.06,0.013997
freecell.pddl.0p_0a_2d.0,pfile7,2,2,109,0.5,33.178,3.25,29.24,0.66,0.027994
freecell.pddl.0p_0a_2d.0,pfile8,2,1,78,0.25,3.534,0.48,2.95,0.09,0.013997
freecell.pddl.0p_0a_2d.0,pfile8,2,2,96,0.5,9.57799,1.55,7.76,0.24,0.027994
freecell.pddl.0p_0a_2d.0,pfile9,2,1,61,0.25,2.714,0.46,2.21,0.03,0.013997
freecell.pddl.0p_0a_2d.0,pfile9,2,2,144,0.5,75.778,9.84,64.6,1.31,0.027994
freecell.pddl.0p_0a_2d.0,pfile10,2,1,98,0.25,40.084,4.84,34.16,1.07,0.013997
freecell.pddl.0p_0a_2d.0,pfile10,2,2,213,0.5,138.798,19.34,116.44,2.99,0.027994
freecell.pddl.0p_0a_3d.0,pfile1,3,1,10,1,0,0,0,0,0
freecell.pddl.0p_0a_3d.0,pfile2,3,1,18,0.5,0.043997,0,0.02,0.01,0.013997
freecell.pddl.0p_0a_3d.0,pfile2,3,2,15,1,0.073997,0,0.05,0.01,0.013997
freecell.pddl.0p_0a_3d.0,pfile3,3,1,31,0.125,0.173997,0.02,0.13,0.01,0.013997
freecell.pddl.0p_0a_3d.0,pfile3,3,2,20,1,0.223997,0.03,0.17,0.01,0.013997
freecell.pddl.0p_0a_3d.0,pfile4,3,1,52,0.5,0.643997,0.06,0.56,0.01,0.013997
freecell.pddl.0p_0a_3d.0,pfile4,3,2,39,1,0.933997,0.07,0.83,0.02,0.013997
freecell.pddl.0p_0a_3d.0,pfile5,3,1,64,0.5,28.104,1.79,25.91,0.39,0.013997
freecell.pddl.0p_0a_3d.0,pfile5,3,2,60,1,29.354,2.01,26.94,0.39,0.013997
freecell.pddl.0p_0a_3d.0,pfile6,3,1,41,0.5,0.732997,0.08,0.64,0,0.012997
freecell.pddl.0p_0a_3d.0,pfile6,3,2,46,1,22.063,3.56,18.03,0.46,0.012997
freecell.pddl.0p_0a_3d.0,pfile7,3,1,98,0.125,3.613,0.46,3.05,0.09,0.012997
freecell.pddl.0p_0a_3d.0,pfile7,3,2,77,0.5,6.42599,0.96,5.3,0.14,0.025994
freecell.pddl.0p_0a_3d.0,pfile7,3,3,133,1,12.786,1.79,10.69,0.28,0.025994
freecell.pddl.0p_0a_3d.0,pfile8,3,1,54,0.5,2.373,0.37,1.96,0.03,0.012997
freecell.pddl.0p_0a_3d.0,pfile8,3,2,87,1,23.433,3.12,19.78,0.52,0.012997
freecell.pddl.0p_0a_3d.0,pfile9,3,1,118,0.125,6.773,0.87,5.68,0.21,0.012998
freecell.pddl.0p_0a_3d.0,pfile9,3,2,74,0.25,10.097,1.45,8.29,0.33,0.026995
freecell.pddl.0p_0a_3d.0,pfile9,3,3,107,0.5,17.601,2.88,14.19,0.49,0.040992
freecell.pddl.0p_0a_3d.0,pfile9,3,4,62,1,20.181,3.4,16.18,0.56,0.040992
freecell.pddl.0p_0a_3d.0,pfile10,3,1,69,0.125,4.744,0.54,4.03,0.16,0.013997
freecell.pddl.0p_0a_3d.0,pfile10,3,2,132,0.25,19.058,2.63,15.95,0.45,0.027994
freecell.pddl.0p_0a_4d.0,pfile1,4,1,8,0.5,0.033997,0,0.01,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile1,4,2,13,1,0.043997,0,0.02,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile2,4,1,17,0.5,0.043997,0,0.02,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile2,4,2,23,1,0.123997,0,0.1,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile3,4,1,21,0.5,0.073997,0.01,0.04,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile3,4,2,41,1,5.974,0.38,5.33,0.25,0.013997
freecell.pddl.0p_0a_4d.0,pfile4,4,1,32,0.25,0.193997,0.01,0.16,0.01,0.013997
freecell.pddl.0p_0a_4d.0,pfile4,4,2,38,0.5,0.527994,0.04,0.45,0.01,0.027994
freecell.pddl.0p_0a_4d.0,pfile5,4,1,48,0.125,2.164,0.33,1.61,0.21,0.013997
freecell.pddl.0p_0a_4d.0,pfile5,4,2,44,0.25,2.84799,0.47,2.12,0.23,0.027994
freecell.pddl.0p_0a_4d.0,pfile7,4,1,62,0.25,2.034,0.42,1.58,0.02,0.013997
freecell.pddl.0p_0a_4d.0,pfile8,4,1,79,0.125,3.934,0.68,3.14,0.1,0.013997
freecell.pddl.0p_0a_4d.0,pfile8,4,2,71,0.5,7.17799,1.18,5.73,0.24,0.027994
freecell.pddl.0p_0a_4d.0,pfile8,4,3,254,1,59.488,10.38,47.49,1.59,0.027994
freecell.pddl.0p_0a_4d.0,pfile9,4,1,91,0.125,27.684,4.47,22.2,1,0.013997
freecell.pddl.0p_0a_4d.0,pfile9,4,2,64,0.25,30.687,5.04,24.55,1.07,0.026995
freecell.pddl.0p_0a_4d.0,pfile9,4,3,80,0.5,33.241,5.37,26.67,1.16,0.040992
freecell.pddl.0p_0a_4d.0,pfile10,4,1,138,0.125,13.404,2.38,10.67,0.34,0.013998
freecell.pddl.0p_0a_4d.0,pfile10,4,2,73,0.25,44.208,6.96,35.93,1.29,0.027995
freecell.pddl.0p_0a_4d.0,pfile10,4,3,97,0.5,58.852,9.51,47.5,1.8,0.041992
freecell.pddl.0p_0a_5d.0,pfile1,5,1,9,1,0.01,0,0.01,0,0
freecell.pddl.0p_0a_5d.0,pfile2,5,1,18,1,0.03,0.01,0.02,0,0
freecell.pddl.0p_0a_5d.0,pfile3,5,1,23,0.25,0.103997,0.01,0.07,0.01,0.013997
freecell.pddl.0p_0a_5d.0,pfile3,5,2,21,1,0.173997,0.01,0.14,0.01,0.013997
freecell.pddl.0p_0a_5d.0,pfile4,5,1,35,0.5,0.303997,0.04,0.24,0.01,0.013997
freecell.pddl.0p_0a_5d.0,pfile4,5,2,32,1,13.614,0.69,12.67,0.24,0.013997
freecell.pddl.0p_0a_5d.0,pfile5,5,1,62,0.03125,1.244,0.2,0.99,0.04,0.013997
freecell.pddl.0p_0a_5d.0,pfile5,5,2,48,0.25,2.19799,0.33,1.78,0.06,0.027994
freecell.pddl.0p_0a_5d.0,pfile5,5,3,44,0.5,19.322,1.53,17.18,0.57,0.041991
freecell.pddl.0p_0a_5d.0,pfile6,5,1,64,0.125,1.833,0.25,1.56,0.01,0.012998
freecell.pddl.0p_0a_5d.0,pfile6,5,2,52,0.25,3.03699,0.44,2.53,0.04,0.026995
freecell.pddl.0p_0a_5d.0,pfile6,5,3,50,1,4.18699,0.62,3.47,0.07,0.026995
freecell.pddl.0p_0a_5d.0,pfile7,5,1,98,0.03125,24.854,2.49,21.46,0.89,0.013997
freecell.pddl.0p_0a_5d.0,pfile7,5,2,62,0.25,45.068,4.49,38.64,1.91,0.027994
freecell.pddl.0p_0a_5d.0,pfile8,5,1,78,0.0625,4.604,0.73,3.74,0.12,0.013997
freecell.pddl.0p_0a_5d.0,pfile8,5,2,76,0.125,8.49799,1.39,6.81,0.27,0.027994
freecell.pddl.0p_0a_5d.0,pfile8,5,3,66,0.25,82.352,10.85,69.89,1.57,0.041991
freecell.pddl.0p_0a_5d.0,pfile9,5,1,63,0.125,3.074,0.52,2.43,0.11,0.013997
freecell.pddl.0p_0a_5d.0,pfile9,5,2,111,0.25,10.988,1.6,9.04,0.32,0.027994
freecell.pddl.0p_0a_5d.0,pfile10,5,1,142,0.03125,14.344,1.71,12.22,0.4,0.013997
freecell.pddl.0p_0a_5d.0,pfile10,5,2,294,0.0625,77.858,8.77,67.79,1.27,0.027994
freecell.pddl.0p_0a_5d.0,pfile10,5,3,84,0.125,85.611,9.92,74.19,1.46,0.040991
freecell.pddl.0p_0a_5d.0,pfile10,5,4,96,0.25,94.875,11.26,81.84,1.72,0.054988
freecell.pddl.0p_1a_0d.0,pfile1,1,1,10,1,0,0,0,0,0
freecell.pddl.0p_1a_0d.0,pfile2,1,1,18,1,0.03,0.01,0.02,0,0
freecell.pddl.0p_1a_0d.0,pfile3,1,1,20,0.5,0.073997,0,0.06,0,0.013997
freecell.pddl.0p_1a_0d.0,pfile3,1,2,20,1,0.113997,0,0.1,0,0.013997
freecell.pddl.0p_1a_0d.0,pfile4,1,1,140,0.5,1.835,0.16,1.62,0.04,0.014997
freecell.pddl.0p_1a_0d.0,pfile4,1,2,45,1,2.195,0.23,1.91,0.04,0.014997
freecell.pddl.0p_1a_0d.0,pfile5,1,1,54,0.5,6.924,0.72,6.06,0.13,0.013997
freecell.pddl.0p_1a_0d.0,pfile5,1,2,106,1,10.294,1.23,8.85,0.2,0.013997
freecell.pddl.0p_1a_0d.0,pfile6,1,1,50,0.5,1.064,0.11,0.9,0.04,0.013997
freecell.pddl.0p_1a_0d.0,pfile6,1,2,238,1,67.814,12.37,53.96,1.47,0.013997
freecell.pddl.0p_1a_0d.0,pfile7,1,1,133,0.5,11.674,1.55,9.68,0.43,0.013997
freecell.pddl.0p_1a_0d.0,pfile8,1,1,78,0.5,3.934,0.67,3.19,0.06,0.013997
freecell.pddl.0p_1a_0d.0,pfile8,1,2,134,1,11.274,1.9,9.08,0.28,0.013997
freecell.pddl.0p_1a_0d.0,pfile9,1,1,100,0.5,23.224,4.56,17.93,0.72,0.013997
freecell.pddl.0p_1a_0d.0,pfile10,1,1,234,0.5,18.934,3.34,14.96,0.62,0.013997
freecell.pddl.0p_1a_0d.0,pfile10,1,2,292,1,76.094,14.45,59.32,2.31,0.013997
freecell.pddl.0p_1a_1d.0,pfile1,2,1,9,1,0,0,0,0,0
freecell.pddl.0p_1a_1d.0,pfile2,2,1,17,0.5,0.033997,0,0.02,0,0.013997
freecell.pddl.0p_1a_1d.0,pfile2,2,2,15,1,0.063997,0,0.04,0.01,0.013997
freecell.pddl.0p_1a_1d.0,pfile3,2,1,25,1,0.1,0.01,0.09,0,0
freecell.pddl.0p_1a_1d.0,pfile4,2,1,39,0.5,0.353997,0.07,0.26,0.01,0.013997
freecell.pddl.0p_1a_1d.0,pfile4,2,2,33,1,0.543997,0.11,0.4,0.02,0.013997
freecell.pddl.0p_1a_1d.0,pfile5,2,1,113,0.25,2.224,0.31,1.87,0.03,0.013997
freecell.pddl.0p_1a_1d.0,pfile5,2,2,78,0.5,45.678,5.87,38.41,1.37,0.027994
freecell.pddl.0p_1a_1d.0,pfile6,2,1,50,0.5,1.014,0.16,0.83,0.01,0.013997
freecell.pddl.0p_1a_1d.0,pfile6,2,2,58,1,22.254,4.17,17.51,0.56,0.013997
freecell.pddl.0p_1a_1d.0,pfile7,2,1,62,0.5,1.784,0.2,1.5,0.07,0.013997
freecell.pddl.0p_1a_1d.0,pfile8,2,1,97,0.25,4.964,0.82,3.97,0.16,0.013997
freecell.pddl.0p_1a_1d.0,pfile8,2,2,70,0.5,8.68799,1.62,6.77,0.27,0.027994
freecell.pddl.0p_1a_1d.0,pfile9,2,1,154,0.25,11.064,2.12,8.58,0.35,0.013997
freecell.pddl.0p_1a_1d.0,pfile9,2,2,113,0.5,19.528,3.85,15.05,0.6,0.027994
freecell.pddl.0p_1a_1d.0,pfile10,2,1,67,0.5,51.504,10.12,40.24,1.13,0.013997
freecell.pddl.0p_1a_1d.0,pfile10,2,2,104,1,144.584,29.73,111.71,3.13,0.013997
freecell.pddl.0p_1a_2d.0,pfile1,3,1,10,0.25,0.013997,0,0,0,0.013997
freecell.pddl.0p_1a_2d.0,pfile1,3,2,8,0.5,0.036994,0,0.01,0,0.026994
freecell.pddl.0p_1a_2d.0,pfile1,3,3,12,1,0.046994,0,0.02,0,0.026994
freecell.pddl.0p_1a_2d.0,pfile2,3,1,16,0.25,0.053997,0.01,0.02,0.01,0.013997
freecell.pddl.0p_1a_2d.0,pfile2,3,2,21,0.5,0.337994,0.04,0.24,0.03,0.027994
freecell.pddl.0p_1a_2d.0,pfile2,3,3,27,1,0.407994,0.06,0.29,0.03,0.027994
freecell.pddl.0p_1a_2d.0,pfile3,3,1,20,0.25,0.073997,0.02,0.04,0,0.013997
freecell.pddl.0p_1a_2d.0,pfile3,3,2,25,0.5,0.166995,0.04,0.1,0,0.026995
freecell.pddl.0p_1a_2d.0,pfile4,3,1,47,0.125,0.463997,0.07,0.37,0.01,0.013997
freecell.pddl.0p_1a_2d.0,pfile5,3,1,39,0.25,5.354,0.42,4.48,0.44,0.013997
freecell.pddl.0p_1a_2d.0,pfile6,3,1,65,0.125,7.684,0.65,6.54,0.48,0.013997
freecell.pddl.0p_1a_2d.0,pfile7,3,1,58,0.125,8.244,0.97,6.72,0.54,0.013997
freecell.pddl.0p_1a_2d.0,pfile8,3,1,67,0.125,6.794,0.91,5.41,0.46,0.013997
freecell.pddl.0p_1a_2d.0,pfile10,3,1,68,0.125,19.204,1.68,16.89,0.62,0.013997
freecell.pddl.0p_1a_3d.0,pfile1,4,1,10,0.25,0.014997,0,0,0,0.014997
freecell.pddl.0p_1a_3d.0,pfile1,4,2,10,0.5,0.028994,0,0,0,0.028994
freecell.pddl.0p_1a_3d.0,pfile1,4,3,8,1,0.038994,0,0.01,0,0.028994
freecell.pddl.0p_1a_3d.0,pfile2,4,1,17,0.25,0.053997,0.01,0.03,0,0.013997
freecell.pddl.0p_1a_3d.0,pfile2,4,2,17,0.5,0.117994,0.01,0.08,0,0.027994
freecell.pddl.0p_1a_3d.0,pfile2,4,3,17,1,0.157994,0.02,0.11,0,0.027994
freecell.pddl.0p_1a_3d.0,pfile3,4,1,25,0.25,0.113997,0.01,0.08,0.01,0.013997
freecell.pddl.0p_1a_3d.0,pfile3,4,2,22,0.5,0.197994,0.01,0.14,0.02,0.027994
freecell.pddl.0p_1a_3d.0,pfile4,4,1,229,0.125,6.214,0.39,5.79,0.02,0.013997
freecell.pddl.0p_1a_3d.0,pfile4,4,2,56,0.25,6.79799,0.43,6.3,0.04,0.027994
freecell.pddl.0p_1a_3d.0,pfile4,4,3,101,0.5,9.91199,0.77,8.99,0.11,0.041991
freecell.pddl.0p_1a_3d.0,pfile5,4,1,54,0.125,0.983997,0.11,0.84,0.02,0.013997
freecell.pddl.0p_1a_3d.0,pfile6,4,1,61,0.25,53.794,6.93,45.93,0.92,0.013997
freecell.pddl.0p_1a_3d.0,pfile6,4,2,124,0.5,62.438,8.19,53.08,1.14,0.027994
freecell.pddl.0p_1a_3d.0,pfile7,4,1,69,0.25,1.864,0.25,1.54,0.06,0.013997
freecell.pddl.0p_1a_3d.0,pfile8,4,1,73,0.125,4.154,0.77,3.24,0.13,0.013997
freecell.pddl.0p_1a_3d.0,pfile8,4,2,138,0.25,17.298,2.89,13.8,0.58,0.027994
freecell.pddl.0p_1a_3d.0,pfile9,4,1,83,0.25,5.074,0.82,4.13,0.11,0.013997
freecell.pddl.0p_1a_3d.0,pfile10,4,1,254,0.125,37.104,4.21,32.12,0.76,0.013997
freecell.pddl.0p_1a_3d.0,pfile10,4,2,69,0.25,75.528,10.32,63.55,1.63,0.027994
freecell.pddl.0p_1a_4d.0,pfile1,5,1,11,0.25,0.033997,0,0.02,0,0.013997
freecell.pddl.0p_1a_4d.0,pfile1,5,2,11,0.5,0.047994,0,0.02,0,0.027994
freecell.pddl.0p_1a_4d.0,pfile2,5,1,18,0.25,0.053997,0.02,0.02,0,0.013997
freecell.pddl.0p_1a_4d.0,pfile2,5,2,22,0.5,0.236994,0.04,0.16,0.01,0.026994
freecell.pddl.0p_1a_4d.0,pfile3,5,1,21,0.25,0.063997,0.02,0.03,0,0.013997
freecell.pddl.0p_1a_4d.0,pfile3,5,2,24,0.5,0.357994,0.09,0.23,0.01,0.027994
freecell.pddl.0p_1a_4d.0,pfile4,5,1,32,0.125,0.183997,0.02,0.14,0.01,0.013997
freecell.pddl.0p_1a_4d.0,pfile4,5,2,33,0.25,0.416995,0.04,0.33,0.02,0.026995
freecell.pddl.0p_1a_4d.0,pfile5,5,1,50,0.0625,4.854,0.34,4.36,0.14,0.013997
freecell.pddl.0p_1a_4d.0,pfile5,5,2,62,0.125,6.11799,0.47,5.44,0.18,0.027994
freecell.pddl.0p_1a_4d.0,pfile6,5,1,51,0.03125,1.143,0.1,0.98,0.05,0.012998
freecell.pddl.0p_1a_4d.0,pfile6,5,2,63,0.0625,10.897,0.75,9.51,0.61,0.026995
freecell.pddl.0p_1a_4d.0,pfile6,5,3,66,0.125,12.201,0.85,10.66,0.65,0.040992
freecell.pddl.0p_1a_4d.0,pfile7,5,1,60,0.03125,2.514,0.39,2.04,0.07,0.013997
freecell.pddl.0p_1a_4d.0,pfile7,5,2,53,0.0625,9.70799,1.37,7.87,0.44,0.027994
freecell.pddl.0p_1a_4d.0,pfile8,5,1,62,0.03125,2.604,0.41,2.12,0.06,0.013997
freecell.pddl.0p_1a_4d.0,pfile9,5,1,55,0.125,1.924,0.3,1.54,0.07,0.013997
freecell.pddl.0p_1a_4d.0,pfile10,5,1,62,0.03125,3.454,0.57,2.8,0.07,0.013997
freecell.pddl.0p_1a_5d.0,pfile1,6,1,9,0.25,0.013997,0,0,0,0.013997
freecell.pddl.0p_1a_5d.0,pfile1,6,2,14,0.5,0.047994,0,0.01,0.01,0.027994
freecell.pddl.0p_1a_5d.0,pfile2,6,1,17,0.125,0.053997,0,0.04,0,0.013997
freecell.pddl.0p_1a_5d.0,pfile2,6,2,17,0.25,0.237994,0.02,0.17,0.02,0.027994
freecell.pddl.0p_1a_5d.0,pfile3,6,1,24,0.0625,0.112997,0.01,0.06,0.03,0.012997
freecell.pddl.0p_1a_5d.0,pfile3,6,2,25,0.125,0.205994,0.01,0.13,0.04,0.025994
freecell.pddl.0p_1a_5d.0,pfile3,6,3,23,0.25,0.289991,0.01,0.19,0.05,0.039991
freecell.pddl.0p_1a_5d.0,pfile4,6,1,50,0.03125,0.553997,0.05,0.48,0.01,0.013997
freecell.pddl.0p_1a_5d.0,pfile4,6,2,51,0.0625,1.14799,0.09,1.01,0.02,0.027994
freecell.pddl.0p_1a_5d.0,pfile4,6,3,41,0.125,27.132,0.71,25.16,1.22,0.041991
freecell.pddl.0p_1a_5d.0,pfile5,6,1,37,0.0625,0.443997,0.06,0.37,0,0.013997
freecell.pddl.0p_1a_5d.0,pfile6,6,1,50,0.03125,1.263,0.12,1.1,0.03,0.012997
freecell.pddl.0p_1a_5d.0,pfile6,6,2,65,0.0625,3.19699,0.34,2.77,0.06,0.026994
freecell.pddl.0p_1a_5d.0,pfile6,6,3,47,0.125,12.681,1.8,10.47,0.37,0.040991
freecell.pddl.0p_1a_5d.0,pfile7,6,1,61,0.03125,1.964,0.2,1.71,0.04,0.013997
freecell.pddl.0p_1a_5d.0,pfile7,6,2,92,0.0625,5.49799,0.55,4.82,0.1,0.027994
freecell.pddl.0p_1a_5d.0,pfile8,6,1,73,0.03125,3.404,0.44,2.9,0.05,0.013997
freecell.pddl.0p_1a_5d.0,pfile9,6,1,79,0.015625,4.164,0.76,3.3,0.09,0.013997
freecell.pddl.0p_1a_5d.0,pfile9,6,2,66,0.03125,6.75799,1.09,5.46,0.18,0.027994
freecell.pddl.0p_1a_5d.0,pfile9,6,3,151,0.0625,21.562,3.97,17.07,0.48,0.041991
freecell.pddl.0p_1a_5d.0,pfile10,6,1,122,0.015625,71.353,9.6,59.87,1.87,0.012997
freecell.pddl.0p_1a_5d.0,pfile10,6,2,76,0.03125,76.136,10.22,63.85,2.04,0.025994
freecell.pddl.0p_2a_0d.0,pfile1,2,1,9,1,0,0,0,0,0
freecell.pddl.0p_2a_0d.0,pfile2,2,1,17,1,0.02,0,0.01,0.01,0
freecell.pddl.0p_2a_0d.0,pfile3,2,1,19,1,0.05,0,0.05,0,0
freecell.pddl.0p_2a_0d.0,pfile4,2,1,29,1,0.14,0.06,0.07,0.01,0
freecell.pddl.0p_2a_0d.0,pfile5,2,1,64,0.25,7.154,0.96,6.03,0.15,0.013997
freecell.pddl.0p_2a_0d.0,pfile5,2,2,57,0.5,15.198,1.78,12.91,0.48,0.027994
freecell.pddl.0p_2a_0d.0,pfile6,2,1,56,0.25,1.334,0.08,1.2,0.04,0.013997
freecell.pddl.0p_2a_0d.0,pfile6,2,2,54,0.5,2.31799,0.25,2,0.04,0.027994
freecell.pddl.0p_2a_0d.0,pfile6,2,3,42,1,7.92799,1.21,6.48,0.21,0.027994
freecell.pddl.0p_2a_0d.0,pfile7,2,1,83,0.25,17.814,2.28,15.05,0.47,0.013997
freecell.pddl.0p_2a_0d.0,pfile7,2,2,109,0.5,21.418,2.97,17.82,0.6,0.027994
freecell.pddl.0p_2a_0d.0,pfile8,2,1,87,0.25,4.024,0.73,3.19,0.09,0.013997
freecell.pddl.0p_2a_0d.0,pfile8,2,2,75,0.5,36.648,7.14,28.49,0.99,0.027994
freecell.pddl.0p_2a_0d.0,pfile9,2,1,54,0.25,56.294,10.05,44.31,1.92,0.013997
freecell.pddl.0p_2a_0d.0,pfile10,2,1,306,0.25,26.583,4.54,21.14,0.89,0.012997
freecell.pddl.0p_2a_0d.0,pfile10,2,2,70,0.5,30.627,5.29,24.29,1.02,0.026994
freecell.pddl.0p_2a_1d.0,pfile1,3,1,10,0.5,0.013997,0,0,0,0.013997
freecell.pddl.0p_2a_1d.0,pfile1,3,2,15,1,0.153997,0,0.13,0.01,0.013997
freecell.pddl.0p_2a_1d.0,pfile2,3,1,18,0.5,0.053997,0.01,0.03,0,0.013997
freecell.pddl.0p_2a_1d.0,pfile2,3,2,27,1,0.133997,0.02,0.1,0,0.013997
freecell.pddl.0p_2a_1d.0,pfile3,3,1,22,0.5,0.083997,0.01,0.06,0,0.013997
freecell.pddl.0p_2a_1d.0,pfile4,3,1,37,0.25,0.323997,0.06,0.22,0.03,0.013997
freecell.pddl.0p_2a_1d.0,pfile4,3,2,30,0.5,0.497994,0.07,0.36,0.04,0.027994
freecell.pddl.0p_2a_1d.0,pfile5,3,1,55,0.25,0.923997,0.08,0.82,0.01,0.013997
freecell.pddl.0p_2a_1d.0,pfile5,3,2,80,0.5,4.43799,0.68,3.68,0.05,0.027994
freecell.pddl.0p_2a_1d.0,pfile6,3,1,255,0.25,11.784,1.85,9.66,0.26,0.013997
freecell.pddl.0p_2a_1d.0,pfile6,3,2,51,0.5,21.568,3.12,17.85,0.57,0.027994
freecell.pddl.0p_2a_1d.0,pfile7,3,1,108,0.25,32.274,3.88,27.55,0.83,0.013997
freecell.pddl.0p_2a_1d.0,pfile7,3,2,59,0.5,33.768,4.22,28.65,0.87,0.027994
freecell.pddl.0p_2a_1d.0,pfile8,3,1,88,0.25,4.944,0.89,3.94,0.1,0.013997
freecell.pddl.0p_2a_1d.0,pfile8,3,2,69,0.5,7.99699,1.44,6.38,0.15,0.026994
freecell.pddl.0p_2a_1d.0,pfile9,3,1,85,0.25,4.153,0.74,3.23,0.17,0.012997
freecell.pddl.0p_2a_1d.0,pfile9,3,2,63,0.5,27.407,3.97,22.42,0.99,0.026994
freecell.pddl.0p_2a_1d.0,pfile10,3,1,170,0.25,14.364,2.34,11.5,0.51,0.013997
freecell.pddl.0p_2a_2d.0,pfile1,4,1,10,0.5,0.013997,0,0,0,0.013997
freecell.pddl.0p_2a_2d.0,pfile2,4,1,16,0.25,0.052998,0,0.04,0,0.012998
freecell.pddl.0p_2a_2d.0,pfile2,4,2,15,0.5,0.086995,0,0.06,0,0.026995
freecell.pddl.0p_2a_2d.0,pfile3,4,1,22,0.25,0.083997,0.01,0.06,0,0.013997
