#SEARCH PARAMETERS:
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: PURE_FF_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	0
#use_upper_bound_in_rp:	1
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate
satellite.pddl.0p_0a_3d.0,pfile5,3,1,14,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_3d.0,pfile6,3,1,18,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_0a_3d.0,pfile7,3,1,26,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_0a_3d.0,pfile8,3,1,32,0.25,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_0a_3d.0,pfile9,3,1,32,0.25,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_0a_3d.0,pfile10,3,1,41,0.25,0.122,0.02,0.09,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile1,4,1,8,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile2,4,1,13,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile3,4,1,10,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile4,4,1,17,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile5,4,1,15,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile6,4,1,18,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile7,4,1,24,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile8,4,1,27,0.25,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile9,4,1,32,0.25,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_0a_4d.0,pfile10,4,1,34,0.25,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile1,4,1,8,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile2,4,1,15,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile3,4,1,10,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile4,4,1,21,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile5,4,1,14,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile6,4,1,20,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile7,4,1,24,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile8,4,1,25,0.25,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_0a_5d.0,pfile9,4,1,29,0.25,0.052,0,0.03,0.01,0.012,1
satellite.pddl.0p_0a_5d.0,pfile10,4,1,34,0.25,0.082,0.01,0.05,0.01,0.012,1
satellite.pddl.0p_1a_0d.0,pfile1,1,1,14,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile2,1,1,20,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile3,1,1,14,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile4,1,1,28,0.5,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile5,1,1,40,0.5,0.062,0,0.04,0.01,0.012,1
satellite.pddl.0p_1a_0d.0,pfile6,1,1,22,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile7,1,1,35,0.5,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile8,1,1,36,0.5,0.102,0.03,0.06,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile9,1,1,43,0.5,0.132,0.03,0.09,0,0.012,1
satellite.pddl.0p_1a_0d.0,pfile10,1,1,41,0.5,0.152,0.05,0.09,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile1,2,1,10,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile2,2,1,13,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile3,2,1,17,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile4,2,1,33,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile5,2,1,21,0.5,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile6,2,1,23,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile7,2,1,26,0.5,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile8,2,1,48,0.5,0.172,0.03,0.13,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile9,2,1,44,0.5,0.152,0,0.14,0,0.012,1
satellite.pddl.0p_1a_1d.0,pfile10,2,1,35,0.5,0.112,0,0.1,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile1,3,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile2,3,1,12,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile3,3,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile4,3,1,20,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile5,3,1,14,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile6,3,1,18,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile7,3,1,22,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile8,3,1,27,0.25,0.052,0.01,0.03,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile9,3,1,39,0.25,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_1a_2d.0,pfile10,3,1,35,0.25,0.072,0,0.06,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile1,4,1,9,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile2,4,1,19,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile3,4,1,13,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile4,4,1,24,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile5,4,1,21,0.5,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile6,4,1,22,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile7,4,1,32,0.25,0.062,0,0.05,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile8,4,1,51,0.25,0.152,0.02,0.12,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile9,4,1,42,0.25,0.132,0.04,0.08,0,0.012,1
satellite.pddl.0p_1a_3d.0,pfile10,4,1,49,0.25,0.202,0.03,0.14,0.02,0.012,1
satellite.pddl.0p_1a_4d.0,pfile1,5,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile2,5,1,12,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile3,5,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile4,5,1,21,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile5,5,1,16,0.25,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile6,5,1,18,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile7,5,1,21,0.25,0.022,0,0,0.01,0.012,1
satellite.pddl.0p_1a_4d.0,pfile8,5,1,27,0.125,0.052,0.03,0.01,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile8,5,2,25,0.25,0.094,0.04,0.03,0,0.024,1
satellite.pddl.0p_1a_4d.0,pfile9,5,1,30,0.25,0.062,0.01,0.04,0,0.012,1
satellite.pddl.0p_1a_4d.0,pfile10,5,1,34,0.125,0.092,0.01,0.07,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile1,5,1,8,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile2,5,1,12,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile3,5,1,10,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile4,5,1,20,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile5,5,1,14,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile6,5,1,19,0.125,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile7,5,1,21,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile8,5,1,32,0.125,0.072,0.02,0.02,0.02,0.012,1
satellite.pddl.0p_1a_5d.0,pfile9,5,1,35,0.125,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_1a_5d.0,pfile10,5,1,39,0.125,0.112,0.02,0.08,0,0.012,1
satellite.pddl.0p_2a_0d.0,pfile1,2,1,9,1,0,0,0,0,0,1
satellite.pddl.0p_2a_0d.0,pfile2,2,1,16,1,0,0,0,0,0,1
satellite.pddl.0p_2a_0d.0,pfile3,2,1,13,1,0,0,0,0,0,1
satellite.pddl.0p_2a_0d.0,pfile4,2,1,23,1,0,0,0,0,0,1
satellite.pddl.0p_2a_0d.0,pfile5,2,1,17,1,0.01,0,0.01,0,0,1
satellite.pddl.0p_2a_0d.0,pfile6,2,1,29,1,0.02,0,0.02,0,0,1
satellite.pddl.0p_2a_0d.0,pfile7,2,1,28,1,0.04,0,0.04,0,0,1
satellite.pddl.0p_2a_0d.0,pfile8,2,1,42,1,0.1,0.02,0.08,0,0,1
satellite.pddl.0p_2a_0d.0,pfile9,2,1,55,1,0.14,0.04,0.08,0.02,0,1
satellite.pddl.0p_2a_0d.0,pfile10,2,1,45,1,0.14,0.03,0.11,0,0,1
satellite.pddl.0p_2a_1d.0,pfile1,3,1,18,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile2,3,1,15,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile3,3,1,16,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile4,3,1,20,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile5,3,1,18,0.5,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile6,3,1,42,0.5,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile7,3,1,42,0.5,0.092,0,0.06,0.02,0.012,1
satellite.pddl.0p_2a_1d.0,pfile8,3,1,42,0.5,0.132,0.02,0.1,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile9,3,1,52,0.5,0.212,0.08,0.12,0,0.012,1
satellite.pddl.0p_2a_1d.0,pfile10,3,1,41,0.5,0.152,0.05,0.08,0.01,0.012,1
satellite.pddl.0p_2a_2d.0,pfile1,4,1,8,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile2,4,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile3,4,1,10,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile4,4,1,21,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile5,4,1,15,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile6,4,1,18,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile7,4,1,27,0.125,0.042,0,0.02,0.01,0.012,1
satellite.pddl.0p_2a_2d.0,pfile8,4,1,25,0.125,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile9,4,1,32,0.125,0.082,0.01,0.06,0,0.012,1
satellite.pddl.0p_2a_2d.0,pfile10,4,1,42,0.125,0.132,0.02,0.08,0.02,0.012,1
satellite.pddl.0p_2a_3d.0,pfile1,5,1,8,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile2,5,1,15,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile2,5,2,13,0.125,0.024,0,0,0,0.024,1
satellite.pddl.0p_2a_3d.0,pfile3,5,1,10,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile4,5,1,18,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile5,5,1,15,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile6,5,1,20,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile6,5,2,18,0.125,0.044,0,0.02,0,0.024,0.974684
satellite.pddl.0p_2a_3d.0,pfile7,5,1,24,0.0625,0.032,0.02,0,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile7,5,2,26,0.125,0.084,0.03,0.03,0,0.024,0.946903
satellite.pddl.0p_2a_3d.0,pfile8,5,1,24,0.125,0.052,0,0.03,0.01,0.012,1
satellite.pddl.0p_2a_3d.0,pfile9,5,1,32,0.0625,0.082,0.02,0.05,0,0.012,1
satellite.pddl.0p_2a_3d.0,pfile9,5,2,31,0.125,0.164,0.03,0.11,0,0.024,0.96732
satellite.pddl.0p_2a_3d.0,pfile10,5,1,34,0.0625,0.092,0.03,0.04,0.01,0.012,1
satellite.pddl.0p_2a_4d.0,pfile1,6,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile2,6,1,13,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile3,6,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile4,6,1,21,0.0625,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile5,6,1,15,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile6,6,1,19,0.0625,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile7,6,1,22,0.0625,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile8,6,1,35,0.0625,0.092,0.01,0.07,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile9,6,1,29,0.0625,0.052,0.02,0.02,0,0.012,1
satellite.pddl.0p_2a_4d.0,pfile10,6,1,40,0.0625,0.132,0.01,0.11,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile1,6,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile2,6,1,12,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile3,6,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile4,6,1,18,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile5,6,1,14,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile6,6,1,20,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile6,6,2,18,0.25,0.044,0,0.02,0,0.024,0.987179
satellite.pddl.0p_2a_5d.0,pfile7,6,1,24,0.125,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_2a_5d.0,pfile7,6,2,26,0.25,0.074,0.01,0.03,0.01,0.024,0.963303
satellite.pddl.0p_2a_5d.0,pfile8,6,1,25,0.125,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile8,6,2,24,0.25,0.614,0.16,0.43,0,0.024,0.416979
satellite.pddl.0p_2a_5d.0,pfile9,6,1,32,0.125,0.062,0.02,0.03,0,0.012,1
satellite.pddl.0p_2a_5d.0,pfile9,6,2,31,0.25,0.274,0.1,0.15,0,0.024,0.754513
satellite.pddl.0p_2a_5d.0,pfile10,6,1,34,0.125,0.092,0.04,0.04,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile1,3,1,10,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile2,3,1,16,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile3,3,1,16,0.5,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile4,3,1,31,0.5,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile5,3,1,28,0.5,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile6,3,1,28,0.5,0.042,0.01,0.02,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile7,3,1,32,0.5,0.062,0.02,0.03,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile8,3,1,39,0.5,0.112,0.03,0.07,0,0.012,1
satellite.pddl.0p_3a_0d.0,pfile9,3,1,46,0.5,0.162,0.01,0.13,0.01,0.012,1
satellite.pddl.0p_3a_0d.0,pfile10,3,1,41,0.5,0.152,0.03,0.11,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile1,4,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile2,4,1,13,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile3,4,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile4,4,1,21,0.25,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile5,4,1,16,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile6,4,1,18,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile7,4,1,24,0.25,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile8,4,1,31,0.25,0.062,0,0.05,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile9,4,1,30,0.25,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_3a_1d.0,pfile10,4,1,40,0.25,0.112,0.04,0.06,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile1,5,1,11,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile2,5,1,17,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile2,5,2,22,0.125,0.034,0,0.01,0,0.024,0.987654
satellite.pddl.0p_3a_2d.0,pfile3,5,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile4,5,1,28,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile5,5,1,18,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile6,5,1,28,0.125,0.052,0.01,0.03,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile7,5,1,41,0.125,0.102,0.02,0.06,0.01,0.012,1
satellite.pddl.0p_3a_2d.0,pfile8,5,1,31,0.0625,0.072,0,0.06,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile8,5,2,33,0.125,0.184,0.04,0.11,0.01,0.024,0.99569
satellite.pddl.0p_3a_2d.0,pfile9,5,1,49,0.0625,0.202,0.06,0.13,0,0.012,1
satellite.pddl.0p_3a_2d.0,pfile10,5,1,52,0.0625,0.242,0.02,0.2,0.01,0.012,1
satellite.pddl.0p_3a_3d.0,pfile1,6,1,8,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile2,6,1,15,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile3,6,1,10,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile4,6,1,21,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile5,6,1,15,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile6,6,1,20,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile7,6,1,21,0.25,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile8,6,1,26,0.125,0.052,0,0.02,0.02,0.012,1
satellite.pddl.0p_3a_3d.0,pfile9,6,1,29,0.25,0.072,0.01,0.05,0,0.012,1
satellite.pddl.0p_3a_3d.0,pfile10,6,1,34,0.125,0.092,0.02,0.05,0.01,0.012,1
satellite.pddl.0p_3a_4d.0,pfile1,7,1,8,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile2,7,1,12,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile3,7,1,10,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile4,7,1,17,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile5,7,1,15,0.0625,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile6,7,1,18,0.0625,0.022,0.01,0,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile7,7,1,24,0.03125,0.032,0,0.01,0.01,0.012,1
satellite.pddl.0p_3a_4d.0,pfile8,7,1,25,0.03125,0.042,0,0.03,0,0.012,1
satellite.pddl.0p_3a_4d.0,pfile9,7,1,33,0.03125,0.082,0,0.06,0.01,0.012,1
satellite.pddl.0p_3a_4d.0,pfile10,7,1,34,0.03125,0.092,0.01,0.07,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile1,7,1,8,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile2,7,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile3,7,1,10,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile4,7,1,21,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile5,7,1,14,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile6,7,1,18,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile7,7,1,21,0.125,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile8,7,1,25,0.125,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile9,7,1,36,0.125,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_3a_5d.0,pfile10,7,1,35,0.125,0.092,0.02,0.06,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile1,4,1,14,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile2,4,1,13,0.125,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile3,4,1,29,0.125,0.032,0,0.02,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile4,4,1,31,0.125,0.032,0.01,0.01,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile5,4,1,39,0.125,0.072,0,0.06,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile6,4,1,28,0.125,0.052,0,0.04,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile7,4,1,41,0.125,0.092,0.01,0.05,0.02,0.012,1
satellite.pddl.0p_4a_0d.0,pfile8,4,1,62,0.125,0.232,0.04,0.18,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile9,4,1,50,0.125,0.182,0.05,0.12,0,0.012,1
satellite.pddl.0p_4a_0d.0,pfile10,4,1,35,0.125,0.122,0.02,0.09,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile1,5,1,9,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile2,5,1,14,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile3,5,1,13,0.25,0.012,0,0,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile4,5,1,24,0.25,0.022,0,0.01,0,0.012,1
satellite.pddl.0p_4a_1d.0,pfile5,5,1,17,0.25,0.022,0,0.01,0,0.012,1
