#SEARCH,PARAMETERS:,,,,,,,,,
#Max,restart:,5,,,,,,,,
#Max,iterations:,5,,,,,,,,
#Initial,depth,bound:,10,,,,,,,
#Probes,at,depth:,60,,,,,,,
#Neighborhood,size:,5,,,,,,,,
#Initial,fail,bound:,32,,,,,,,
#Min,heuristic,bias:,0.5,,,,,,,
#Max,heuristic,bias:,1.5,,,,,,,
#,,,,,,,,,,
#RELAXED,PLAN,PARAMETERS:,,,,,,,,
#Relaxed,plan,type:,PURE_FF_RP,,,,,,,
#ignore_poss_del_in_rp:,1,,,,,,,,,
#use_lower_bound_in_rp:,1,,,,,,,,,
#use_upper_bound_in_rp:,0,,,,,,,,,
#use_robustness_threshold:,1,,,,,,,,,
#clauses_from_rpg_for_false_preconditions:,1,,,,,,,,,
#current_actions_affect_candidate_action:,1,,,,,,,,,
#candidate_actions_affect_current_actions:,1,,,,,,,,,
#,,,,,,,,,,
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time
depots.pddl.0p_1a_5d.0,pfile2,6,2,16,0.0625,0.047994,0,0.01,0.01,0.027994
depots.pddl.0p_1a_5d.0,pfile3,6,1,256,0.015625,1.354,0.15,1.11,0.08,0.013997
depots.pddl.0p_1a_5d.0,pfile3,6,2,35,0.03125,6.06799,0.42,5.37,0.25,0.027994
depots.pddl.0p_1a_5d.0,pfile7,6,1,206,0.015625,1.835,0.11,1.62,0.09,0.014997
depots.pddl.0p_1a_5d.0,pfile7,6,2,33,0.03125,1.91899,0.13,1.66,0.1,0.028994
depots.pddl.0p_1a_5d.0,pfile8,6,1,158,0.015625,3.614,0.2,3.24,0.16,0.013997
depots.pddl.0p_1a_5d.0,pfile10,6,1,75,0.015625,0.203997,0.04,0.14,0.01,0.013997
depots.pddl.0p_2a_0d.0,pfile1,2,1,10,1,0,0,0,0,0
depots.pddl.0p_2a_0d.0,pfile2,2,1,16,1,0,0,0,0,0
depots.pddl.0p_2a_0d.0,pfile3,2,1,108,0.25,0.273997,0.03,0.21,0.02,0.013997
depots.pddl.0p_2a_0d.0,pfile7,2,1,133,0.25,0.154997,0.03,0.09,0.02,0.014997
depots.pddl.0p_2a_0d.0,pfile8,2,1,79,0.25,0.353997,0.05,0.23,0.06,0.013997
depots.pddl.0p_2a_0d.0,pfile9,2,1,506,0.25,29.004,3.15,24.67,1.17,0.013997
depots.pddl.0p_2a_0d.0,pfile10,2,1,52,0.25,0.183997,0.02,0.15,0,0.013997
depots.pddl.0p_2a_1d.0,pfile1,3,1,10,0.5,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_1d.0,pfile2,3,1,14,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_1d.0,pfile3,3,1,273,0.125,0.443997,0.05,0.35,0.03,0.013997
depots.pddl.0p_2a_1d.0,pfile5,3,1,652,0.125,12.994,1.49,10.96,0.53,0.013997
depots.pddl.0p_2a_1d.0,pfile7,3,1,82,0.125,0.113997,0,0.09,0.01,0.013997
depots.pddl.0p_2a_1d.0,pfile8,3,1,70,0.125,0.423997,0.08,0.29,0.04,0.013997
depots.pddl.0p_2a_1d.0,pfile9,3,1,332,0.125,12.413,1.36,10.41,0.63,0.012997
depots.pddl.0p_2a_1d.0,pfile10,3,1,37,0.125,0.083997,0.02,0.02,0.03,0.013997
depots.pddl.0p_2a_2d.0,pfile1,4,1,10,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_2d.0,pfile2,4,1,15,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_2d.0,pfile3,4,1,60,0.0625,0.143997,0.01,0.12,0,0.013997
depots.pddl.0p_2a_2d.0,pfile3,4,2,65,0.125,0.306994,0.04,0.21,0.03,0.026994
depots.pddl.0p_2a_2d.0,pfile3,4,3,78,0.25,0.510991,0.08,0.35,0.04,0.040991
depots.pddl.0p_2a_2d.0,pfile4,4,1,25,0.0625,0.043997,0,0.03,0,0.013997
depots.pddl.0p_2a_2d.0,pfile5,4,1,82,0.0625,0.393997,0.05,0.3,0.03,0.013997
depots.pddl.0p_2a_2d.0,pfile5,4,2,200,0.125,9.02799,0.79,7.57,0.64,0.027994
depots.pddl.0p_2a_2d.0,pfile6,4,1,221,0.0625,2.744,0.37,2.15,0.21,0.013997
depots.pddl.0p_2a_2d.0,pfile7,4,1,31,0.0625,0.053997,0,0.04,0,0.013997
depots.pddl.0p_2a_2d.0,pfile7,4,2,37,0.125,3.25799,0.2,2.83,0.2,0.027994
depots.pddl.0p_2a_2d.0,pfile8,4,1,55,0.0625,0.233997,0.03,0.17,0.02,0.013997
depots.pddl.0p_2a_2d.0,pfile8,4,2,61,0.125,0.587994,0.1,0.4,0.06,0.027994
depots.pddl.0p_2a_2d.0,pfile8,4,3,51,0.25,2.67199,0.44,2.04,0.15,0.041991
depots.pddl.0p_2a_2d.0,pfile9,4,1,210,0.0625,2.544,0.38,1.96,0.19,0.013997
depots.pddl.0p_2a_2d.0,pfile10,4,1,28,0.0625,0.083997,0.01,0.06,0,0.013997
depots.pddl.0p_2a_2d.0,pfile10,4,2,28,0.125,0.157994,0.01,0.12,0,0.027994
depots.pddl.0p_2a_2d.0,pfile10,4,3,30,0.25,0.341991,0.05,0.24,0.01,0.041991
depots.pddl.0p_2a_3d.0,pfile1,5,1,10,0.5,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_3d.0,pfile2,5,1,15,0.5,0.033997,0,0.02,0,0.013997
depots.pddl.0p_2a_3d.0,pfile3,5,1,352,0.03125,3.554,0.31,3.2,0.03,0.013997
depots.pddl.0p_2a_3d.0,pfile3,5,2,144,0.0625,9.62599,0.68,8.71,0.21,0.025995
depots.pddl.0p_2a_3d.0,pfile5,5,1,567,0.03125,22.184,1.49,20.24,0.44,0.013997
depots.pddl.0p_2a_3d.0,pfile7,5,1,388,0.03125,1.864,0.16,1.61,0.08,0.013997
depots.pddl.0p_2a_3d.0,pfile7,5,2,76,0.0625,2.10799,0.19,1.8,0.09,0.027994
depots.pddl.0p_2a_3d.0,pfile8,5,1,300,0.03125,2.254,0.17,2,0.07,0.013997
depots.pddl.0p_2a_3d.0,pfile8,5,2,79,0.0625,2.75799,0.22,2.4,0.11,0.027994
depots.pddl.0p_2a_3d.0,pfile10,5,1,30,0.0625,0.084997,0.02,0.05,0,0.014997
depots.pddl.0p_2a_4d.0,pfile1,6,1,10,0.03125,0.013997,0,0,0,0.013997
depots.pddl.0p_2a_4d.0,pfile1,6,2,10,0.0625,0.027994,0,0,0,0.027994
depots.pddl.0p_2a_4d.0,pfile1,6,3,10,0.125,0.041991,0,0,0,0.041991
depots.pddl.0p_2a_4d.0,pfile2,6,1,27,0.0625,0.033997,0,0.02,0,0.013997
depots.pddl.0p_2a_4d.0,pfile3,6,1,194,0.015625,0.683997,0.02,0.61,0.04,0.013997
depots.pddl.0p_2a_4d.0,pfile4,6,1,24,0.015625,0.063997,0.01,0.04,0,0.013997
depots.pddl.0p_2a_4d.0,pfile4,6,2,17,0.03125,4.63799,0.21,4.12,0.28,0.027994
depots.pddl.0p_2a_4d.0,pfile5,6,1,312,0.015625,2.414,0.13,2.21,0.06,0.013997
depots.pddl.0p_2a_4d.0,pfile7,6,1,102,0.015625,0.193997,0.01,0.16,0.01,0.013997
depots.pddl.0p_2a_4d.0,pfile8,6,1,111,0.015625,0.543998,0.03,0.46,0.04,0.013998
depots.pddl.0p_2a_4d.0,pfile9,6,1,594,0.015625,51.863,3.09,47.36,1.4,0.012997
depots.pddl.0p_2a_4d.0,pfile10,6,1,35,0.015625,0.103997,0,0.09,0,0.013997
depots.pddl.0p_2a_5d.0,pfile1,7,1,10,0.5,0.023997,0,0.01,0,0.013997
depots.pddl.0p_2a_5d.0,pfile2,7,1,14,0.25,0.023997,0,0.01,0,0.013997
depots.pddl.0p_2a_5d.0,pfile3,7,1,33,0.0234375,0.063997,0.03,0.01,0.01,0.013997
depots.pddl.0p_2a_5d.0,pfile3,7,2,43,0.046875,0.317994,0.05,0.2,0.04,0.027994
depots.pddl.0p_2a_5d.0,pfile4,7,1,26,0.0234375,0.053997,0,0.04,0,0.013997
depots.pddl.0p_2a_5d.0,pfile4,7,2,25,0.046875,0.106994,0,0.08,0,0.026994
depots.pddl.0p_2a_5d.0,pfile5,7,1,297,0.015625,3.104,0.23,2.76,0.1,0.013997
depots.pddl.0p_2a_5d.0,pfile6,7,1,194,0.015625,2.824,0.18,2.49,0.14,0.013997
depots.pddl.0p_2a_5d.0,pfile7,7,1,22,0.0234375,0.043997,0,0.02,0.01,0.013997
depots.pddl.0p_2a_5d.0,pfile7,7,2,33,0.046875,0.217994,0.02,0.16,0.01,0.027994
depots.pddl.0p_2a_5d.0,pfile7,7,3,47,0.0625,0.400991,0.04,0.3,0.02,0.040991
depots.pddl.0p_2a_5d.0,pfile8,7,1,143,0.015625,0.883997,0.1,0.69,0.08,0.013997
depots.pddl.0p_2a_5d.0,pfile8,7,2,48,0.0234375,1.08799,0.13,0.83,0.1,0.027994
depots.pddl.0p_2a_5d.0,pfile9,7,1,104,0.0234375,13.704,0.73,12.42,0.54,0.013997
depots.pddl.0p_2a_5d.0,pfile10,7,1,25,0.09375,0.073997,0.03,0.03,0,0.013997
depots.pddl.0p_3a_0d.0,pfile1,3,1,10,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_0d.0,pfile2,3,1,16,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_0d.0,pfile3,3,1,77,0.125,0.183998,0.01,0.16,0,0.013998
depots.pddl.0p_3a_0d.0,pfile7,3,1,125,0.125,0.243997,0.02,0.2,0.01,0.013997
depots.pddl.0p_3a_0d.0,pfile8,3,1,90,0.125,0.463997,0.03,0.38,0.04,0.013997
depots.pddl.0p_3a_0d.0,pfile10,3,1,38,0.125,0.113997,0,0.08,0.02,0.013997
depots.pddl.0p_3a_1d.0,pfile1,4,1,10,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_1d.0,pfile2,4,1,14,0.125,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_1d.0,pfile3,4,1,190,0.0625,0.453997,0.06,0.38,0,0.013997
depots.pddl.0p_3a_1d.0,pfile5,4,1,534,0.0625,19.023,1.89,16.26,0.86,0.012997
depots.pddl.0p_3a_1d.0,pfile7,4,1,60,0.0625,0.103997,0,0.07,0.02,0.013997
depots.pddl.0p_3a_1d.0,pfile8,4,1,85,0.0625,0.323997,0.05,0.24,0.02,0.013997
depots.pddl.0p_3a_1d.0,pfile9,4,1,720,0.0625,32.674,3.79,27.52,1.35,0.013997
depots.pddl.0p_3a_1d.0,pfile10,4,1,30,0.0625,0.063997,0,0.05,0,0.013997
depots.pddl.0p_3a_2d.0,pfile1,5,1,10,0.125,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_2d.0,pfile2,5,1,16,0.125,0.033997,0,0.02,0,0.013997
depots.pddl.0p_3a_2d.0,pfile3,5,1,599,0.03125,8.784,0.7,7.84,0.23,0.013997
depots.pddl.0p_3a_2d.0,pfile4,5,1,349,0.03125,4.304,0.4,3.69,0.2,0.013997
depots.pddl.0p_3a_2d.0,pfile7,5,1,69,0.03125,0.173997,0.02,0.14,0,0.013997
depots.pddl.0p_3a_2d.0,pfile7,5,2,55,0.0625,0.367994,0.04,0.29,0.01,0.027994
depots.pddl.0p_3a_2d.0,pfile8,5,1,356,0.03125,2.984,0.3,2.57,0.1,0.013997
depots.pddl.0p_3a_2d.0,pfile8,5,2,107,0.0625,3.58799,0.33,3.07,0.16,0.027994
depots.pddl.0p_3a_2d.0,pfile10,5,1,53,0.0625,0.253997,0.05,0.19,0,0.013997
depots.pddl.0p_3a_3d.0,pfile1,6,1,10,0.25,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_3d.0,pfile2,6,1,14,0.125,0.023997,0,0.01,0,0.013997
depots.pddl.0p_3a_3d.0,pfile3,6,1,184,0.015625,0.563997,0.08,0.46,0.01,0.013997
depots.pddl.0p_3a_3d.0,pfile3,6,2,46,0.03125,1.51799,0.14,1.32,0.03,0.027994
depots.pddl.0p_3a_3d.0,pfile5,6,1,510,0.015625,21.824,1.42,19.75,0.64,0.013997
depots.pddl.0p_3a_3d.0,pfile7,6,1,54,0.015625,0.103997,0,0.08,0.01,0.013997
depots.pddl.0p_3a_3d.0,pfile7,6,2,30,0.03125,1.27799,0.09,1.04,0.12,0.027994
depots.pddl.0p_3a_3d.0,pfile8,6,1,90,0.015625,0.433997,0.08,0.32,0.02,0.013997
depots.pddl.0p_3a_3d.0,pfile9,6,1,400,0.015625,33.504,2.57,29.66,1.26,0.013997
depots.pddl.0p_3a_3d.0,pfile10,6,1,40,0.015625,0.093997,0,0.07,0.01,0.013997
depots.pddl.0p_3a_3d.0,pfile10,6,2,37,0.03125,0.217994,0.03,0.14,0.02,0.027994
depots.pddl.0p_3a_4d.0,pfile1,7,1,10,0.125,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_4d.0,pfile2,7,1,18,0.125,0.023997,0.01,0,0,0.013997
depots.pddl.0p_3a_4d.0,pfile3,7,1,53,0.0078125,0.163997,0.01,0.12,0.02,0.013997
depots.pddl.0p_3a_4d.0,pfile3,7,2,77,0.015625,0.407994,0.05,0.27,0.06,0.027994
depots.pddl.0p_3a_4d.0,pfile4,7,1,45,0.0078125,0.083997,0,0.06,0.01,0.013997
depots.pddl.0p_3a_4d.0,pfile4,7,2,32,0.015625,0.347994,0.05,0.23,0.04,0.027994
depots.pddl.0p_3a_4d.0,pfile5,7,1,126,0.0078125,0.733997,0.14,0.57,0.01,0.013997
depots.pddl.0p_3a_4d.0,pfile5,7,2,114,0.015625,6.57799,0.72,5.47,0.36,0.027994
depots.pddl.0p_3a_4d.0,pfile6,7,1,239,0.0078125,3.184,0.36,2.59,0.22,0.013997
depots.pddl.0p_3a_4d.0,pfile6,7,2,223,0.015625,15.598,1.86,12.88,0.83,0.027994
depots.pddl.0p_3a_4d.0,pfile7,7,1,42,0.0078125,0.073997,0,0.04,0.02,0.013997
depots.pddl.0p_3a_4d.0,pfile7,7,2,37,0.03125,0.177994,0,0.13,0.02,0.027994
depots.pddl.0p_3a_4d.0,pfile8,7,1,78,0.0078125,0.403997,0.05,0.33,0.01,0.013997
depots.pddl.0p_3a_4d.0,pfile8,7,2,78,0.015625,0.927994,0.11,0.77,0.02,0.027994
depots.pddl.0p_3a_4d.0,pfile8,7,3,45,0.0625,2.17199,0.24,1.81,0.08,0.041991
depots.pddl.0p_3a_4d.0,pfile9,7,1,176,0.0078125,2.604,0.36,2.03,0.2,0.013997
depots.pddl.0p_3a_4d.0,pfile9,7,2,158,0.015625,7.38799,0.86,5.95,0.55,0.027994
depots.pddl.0p_3a_4d.0,pfile10,7,1,59,0.0078125,0.223997,0.03,0.17,0.01,0.013997
depots.pddl.0p_3a_4d.0,pfile10,7,2,32,0.03125,0.347994,0.03,0.26,0.03,0.027994
depots.pddl.0p_3a_5d.0,pfile1,8,1,10,0.015625,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_5d.0,pfile2,8,1,14,0.015625,0.013997,0,0,0,0.013997
depots.pddl.0p_3a_5d.0,pfile3,8,1,148,0.00390625,0.593997,0.03,0.52,0.03,0.013997
depots.pddl.0p_3a_5d.0,pfile4,8,1,282,0.00390625,1.994,0.19,1.73,0.06,0.013997
depots.pddl.0p_3a_5d.0,pfile5,8,1,377,0.00390625,4.094,0.36,3.56,0.16,0.013997
depots.pddl.0p_3a_5d.0,pfile7,8,1,39,0.00390625,0.103997,0,0.06,0.03,0.013997
depots.pddl.0p_3a_5d.0,pfile7,8,2,22,0.0078125,0.147994,0.01,0.07,0.04,0.027994
depots.pddl.0p_3a_5d.0,pfile8,8,1,52,0.00390625,5.224,0.41,4.69,0.11,0.013997
depots.pddl.0p_3a_5d.0,pfile8,8,2,48,0.0078125,5.52799,0.43,4.94,0.13,0.027994
depots.pddl.0p_3a_5d.0,pfile8,8,3,45,0.015625,5.74199,0.45,5.11,0.14,0.041991
depots.pddl.0p_3a_5d.0,pfile10,8,1,172,0.00390625,0.903997,0.1,0.75,0.04,0.013997
