#SEARCH,PARAMETERS:,,,,,,,,,
#Max,restart:,5,,,,,,,,
#Max,iterations:,5,,,,,,,,
#Initial,depth,bound:,10,,,,,,,
#Probes,at,depth:,60,,,,,,,
#Neighborhood,size:,5,,,,,,,,
#Initial,fail,bound:,32,,,,,,,
#Min,heuristic,bias:,0.5,,,,,,,
#Max,heuristic,bias:,1.5,,,,,,,
#,,,,,,,,,,
#RELAXED,PLAN,PARAMETERS:,,,,,,,,
#Relaxed,plan,type:,PURE_FF_RP,,,,,,,
#ignore_poss_del_in_rp:,1,,,,,,,,,
#use_lower_bound_in_rp:,1,,,,,,,,,
#use_upper_bound_in_rp:,0,,,,,,,,,
#use_robustness_threshold:,1,,,,,,,,,
#clauses_from_rpg_for_false_preconditions:,1,,,,,,,,,
#current_actions_affect_candidate_action:,1,,,,,,,,,
#candidate_actions_affect_current_actions:,1,,,,,,,,,
#,,,,,,,,,,
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time
driverlog.pddl.0p_0a_3d.0,pfile1,3,2,7,1,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile2,3,1,21,1,0,0,0,0,0
driverlog.pddl.0p_0a_3d.0,pfile3,3,1,13,1,0,0,0,0,0
driverlog.pddl.0p_0a_3d.0,pfile4,3,1,17,1,0,0,0,0,0
driverlog.pddl.0p_0a_3d.0,pfile5,3,1,18,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile6,3,1,10,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile7,3,1,15,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile7,3,2,13,1,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile8,3,1,20,0.5,0.023997,0,0,0.01,0.013997
driverlog.pddl.0p_0a_3d.0,pfile9,3,1,43,0.5,0.053997,0,0.04,0,0.013997
driverlog.pddl.0p_0a_3d.0,pfile9,3,2,37,1,0.293997,0.04,0.23,0.01,0.013997
driverlog.pddl.0p_0a_3d.0,pfile10,3,1,17,1,0.01,0,0.01,0,0
driverlog.pddl.0p_0a_4d.0,pfile1,4,1,8,1,0,0,0,0,0
driverlog.pddl.0p_0a_4d.0,pfile2,4,1,16,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile3,4,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile4,4,1,17,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile5,4,1,20,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile6,4,1,10,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile7,4,1,15,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile8,4,1,18,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile9,4,1,33,0.125,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_0a_4d.0,pfile10,4,1,18,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile1,5,1,8,1,0,0,0,0,0
driverlog.pddl.0p_0a_5d.0,pfile2,5,1,16,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile3,5,1,13,0.5,0.012998,0,0,0,0.012998
driverlog.pddl.0p_0a_5d.0,pfile4,5,1,17,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile5,5,1,19,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile6,5,1,10,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile7,5,1,15,0.125,0.012998,0,0,0,0.012998
driverlog.pddl.0p_0a_5d.0,pfile7,5,2,16,0.25,0.036995,0,0.01,0,0.026995
driverlog.pddl.0p_0a_5d.0,pfile7,5,3,16,0.5,1.03099,0.15,0.75,0.09,0.040992
driverlog.pddl.0p_0a_5d.0,pfile8,5,1,22,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile9,5,1,28,0.125,0.033997,0.01,0.01,0,0.013997
driverlog.pddl.0p_0a_5d.0,pfile10,5,1,18,0.5,0.023998,0,0.01,0,0.013998
driverlog.pddl.0p_1a_0d.0,pfile1,1,1,8,1,0,0,0,0,0
driverlog.pddl.0p_1a_0d.0,pfile3,1,1,13,1,0,0,0,0,0
driverlog.pddl.0p_1a_0d.0,pfile5,1,1,25,1,0.01,0,0.01,0,0
driverlog.pddl.0p_1a_0d.0,pfile7,1,1,19,1,0,0,0,0,0
driverlog.pddl.0p_1a_0d.0,pfile10,1,1,24,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_1d.0,pfile1,2,1,8,1,0,0,0,0,0
driverlog.pddl.0p_1a_1d.0,pfile3,2,1,13,0.5,0.014997,0,0,0,0.014997
driverlog.pddl.0p_1a_1d.0,pfile5,2,1,26,0.5,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_1a_1d.0,pfile7,2,1,22,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_1d.0,pfile10,2,1,23,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_2d.0,pfile1,3,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_2d.0,pfile3,3,1,13,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_2d.0,pfile5,3,1,29,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_2d.0,pfile7,3,1,27,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_2d.0,pfile10,3,1,17,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile1,4,1,8,1,0,0,0,0,0
driverlog.pddl.0p_1a_3d.0,pfile2,4,1,17,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile3,4,1,12,1,0,0,0,0,0
driverlog.pddl.0p_1a_3d.0,pfile4,4,1,17,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile5,4,1,20,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile6,4,1,12,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile7,4,1,16,0.25,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile8,4,1,20,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile9,4,1,22,0.125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_3d.0,pfile9,4,2,24,0.5,0.107994,0.01,0.07,0,0.027994
driverlog.pddl.0p_1a_3d.0,pfile10,4,1,19,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile1,5,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile2,5,1,18,0.125,0.012998,0,0,0,0.012998
driverlog.pddl.0p_1a_4d.0,pfile3,5,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile4,5,1,17,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile5,5,1,20,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile6,5,1,10,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile7,5,1,17,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_4d.0,pfile7,5,2,13,0.25,0.036994,0,0.01,0,0.026994
driverlog.pddl.0p_1a_4d.0,pfile8,5,1,19,0.125,0.012998,0,0,0,0.012998
driverlog.pddl.0p_1a_4d.0,pfile9,5,1,36,0.125,0.043997,0,0.02,0.01,0.013997
driverlog.pddl.0p_1a_4d.0,pfile10,5,1,18,0.125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile1,6,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile2,6,1,19,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile3,6,1,13,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile4,6,1,18,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile5,6,1,18,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile6,6,1,12,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile7,6,1,16,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile8,6,1,24,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile9,6,1,30,0.03125,0.043997,0.01,0.02,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile10,6,1,17,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_1a_5d.0,pfile10,6,2,21,0.0625,13.546,0.21,13.11,0.2,0.025995
driverlog.pddl.0p_2a_0d.0,pfile1,2,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_0d.0,pfile3,2,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_0d.0,pfile5,2,1,29,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_0d.0,pfile7,2,1,44,0.25,0.043997,0,0.03,0,0.013997
driverlog.pddl.0p_2a_0d.0,pfile10,2,1,22,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_1d.0,pfile1,3,1,8,1,0,0,0,0,0
driverlog.pddl.0p_2a_1d.0,pfile3,3,1,13,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_1d.0,pfile5,3,1,30,0.125,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_2a_1d.0,pfile5,3,2,20,0.5,0.067994,0.03,0.01,0,0.027994
driverlog.pddl.0p_2a_1d.0,pfile7,3,1,31,0.125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_1d.0,pfile7,3,2,14,0.5,0.047994,0,0.02,0,0.027994
driverlog.pddl.0p_2a_1d.0,pfile10,3,1,18,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_2d.0,pfile1,4,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_2d.0,pfile3,4,1,13,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_2d.0,pfile5,4,1,29,0.25,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_2a_2d.0,pfile7,4,1,24,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_2d.0,pfile9,4,1,49,0.125,2.244,0.17,1.89,0.17,0.013997
driverlog.pddl.0p_2a_2d.0,pfile10,4,1,21,0.5,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile1,5,1,8,1,0,0,0,0,0
driverlog.pddl.0p_2a_3d.0,pfile3,5,1,13,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile4,5,1,17,0.1875,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile4,5,2,18,0.25,0.395995,0.03,0.32,0.02,0.025995
driverlog.pddl.0p_2a_3d.0,pfile5,5,1,25,0.375,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile5,5,2,23,0.5,0.047994,0,0.01,0.01,0.027994
driverlog.pddl.0p_2a_3d.0,pfile6,5,1,12,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile7,5,1,21,0.375,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile7,5,2,18,0.5,0.047994,0,0.02,0,0.027994
driverlog.pddl.0p_2a_3d.0,pfile9,5,1,38,0.1875,0.943997,0.07,0.82,0.04,0.013997
driverlog.pddl.0p_2a_3d.0,pfile10,5,1,18,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_3d.0,pfile10,5,2,22,0.375,0.047994,0,0.02,0,0.027994
driverlog.pddl.0p_2a_3d.0,pfile10,5,3,18,0.5,0.071991,0.01,0.02,0,0.041991
driverlog.pddl.0p_2a_4d.0,pfile1,6,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_4d.0,pfile3,6,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_4d.0,pfile5,6,1,26,0.125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_4d.0,pfile5,6,2,20,0.25,0.047994,0,0.02,0,0.027994
driverlog.pddl.0p_2a_4d.0,pfile7,6,1,19,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_2a_4d.0,pfile10,6,1,23,0.125,0.033997,0,0.01,0.01,0.013997
driverlog.pddl.0p_2a_4d.0,pfile10,6,2,21,0.25,0.067994,0.01,0.02,0.01,0.027994
driverlog.pddl.0p_2a_5d.0,pfile1,7,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile2,7,1,20,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile3,7,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile4,7,1,18,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile4,7,2,17,0.25,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_2a_5d.0,pfile5,7,1,17,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile6,7,1,10,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile7,7,1,15,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile7,7,2,16,0.125,0.036994,0.01,0,0,0.026994
driverlog.pddl.0p_2a_5d.0,pfile8,7,1,18,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile9,7,1,27,0.015625,0.043997,0.01,0.02,0,0.013997
driverlog.pddl.0p_2a_5d.0,pfile9,7,2,52,0.0625,0.507994,0.06,0.38,0.04,0.027994
driverlog.pddl.0p_2a_5d.0,pfile9,7,3,31,0.125,1.48099,0.17,1.16,0.11,0.040992
driverlog.pddl.0p_2a_5d.0,pfile10,7,1,19,0.125,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_3a_0d.0,pfile1,3,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_0d.0,pfile3,3,1,13,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_0d.0,pfile5,3,1,23,0.5,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_3a_0d.0,pfile7,3,1,19,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_0d.0,pfile10,3,1,26,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_1d.0,pfile1,4,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_1d.0,pfile3,4,1,13,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_1d.0,pfile5,4,1,24,0.0625,0.023997,0,0,0.01,0.013997
driverlog.pddl.0p_3a_1d.0,pfile7,4,1,21,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_1d.0,pfile10,4,1,23,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_2d.0,pfile1,5,1,8,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_2d.0,pfile3,5,1,13,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_2d.0,pfile5,5,1,22,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_2d.0,pfile7,5,1,26,0.03125,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_3a_2d.0,pfile10,5,1,34,0.125,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile1,6,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile2,6,1,15,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile3,6,1,11,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile4,6,1,12,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile4,6,2,13,0.25,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_3a_3d.0,pfile5,6,1,16,0.015625,0.012997,0,0,0,0.012997
driverlog.pddl.0p_3a_3d.0,pfile5,6,2,16,0.03125,0.036994,0,0.01,0,0.026994
driverlog.pddl.0p_3a_3d.0,pfile6,6,1,12,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile6,6,2,12,0.0625,0.047994,0,0.01,0.01,0.027994
driverlog.pddl.0p_3a_3d.0,pfile7,6,1,15,0.015625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile7,6,2,12,0.0625,0.057994,0.01,0.02,0,0.027994
driverlog.pddl.0p_3a_3d.0,pfile8,6,1,18,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile9,6,1,23,0.015625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile9,6,2,19,0.03125,0.107994,0.02,0.06,0,0.027994
driverlog.pddl.0p_3a_3d.0,pfile10,6,1,16,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_3d.0,pfile10,6,2,16,0.125,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_3a_4d.0,pfile1,7,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile2,7,1,15,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile3,7,1,11,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile4,7,1,15,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile4,7,2,14,0.0625,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_3a_4d.0,pfile5,7,1,16,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile6,7,1,12,0.0625,0.011998,0,0,0,0.011998
driverlog.pddl.0p_3a_4d.0,pfile7,7,1,16,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile7,7,2,12,0.0625,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_3a_4d.0,pfile8,7,1,17,0.03125,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile9,7,1,37,0.03125,0.053997,0.01,0.03,0,0.013997
driverlog.pddl.0p_3a_4d.0,pfile9,7,2,19,0.0625,0.077994,0.01,0.04,0,0.027994
driverlog.pddl.0p_3a_4d.0,pfile10,7,1,16,0.03125,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile1,8,1,8,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile2,8,1,15,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile3,8,1,11,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile4,8,1,15,0.015625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile4,8,2,14,0.0625,0.046994,0,0.02,0,0.026994
driverlog.pddl.0p_3a_5d.0,pfile5,8,1,16,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile6,8,1,12,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile7,8,1,12,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile7,8,2,12,0.0625,0.127994,0.02,0.07,0.01,0.027994
driverlog.pddl.0p_3a_5d.0,pfile8,8,1,17,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile9,8,1,26,0.015625,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_3a_5d.0,pfile9,8,2,25,0.03125,0.077994,0.01,0.04,0,0.027994
driverlog.pddl.0p_3a_5d.0,pfile10,8,1,16,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_4a_0d.0,pfile1,4,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_0d.0,pfile3,4,1,13,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_0d.0,pfile5,4,1,23,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_0d.0,pfile7,4,1,24,0.0625,0.023997,0.01,0,0,0.013997
driverlog.pddl.0p_4a_0d.0,pfile7,4,2,20,0.125,0.047994,0.01,0.01,0,0.027994
driverlog.pddl.0p_4a_0d.0,pfile10,4,1,18,0.25,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile1,5,1,8,0.5,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile2,5,1,18,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile3,5,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile4,5,1,19,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile4,5,2,17,0.25,0.037994,0,0.01,0,0.027994
driverlog.pddl.0p_4a_1d.0,pfile5,5,1,20,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile6,5,1,10,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile7,5,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile8,5,1,19,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile9,5,1,31,0.0625,0.033997,0.01,0.01,0,0.013997
driverlog.pddl.0p_4a_1d.0,pfile10,5,1,17,0.5,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_4a_2d.0,pfile1,6,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_2d.0,pfile3,6,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_2d.0,pfile5,6,1,30,0.125,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_4a_2d.0,pfile7,6,1,28,0.0625,0.023997,0,0.01,0,0.013997
driverlog.pddl.0p_4a_2d.0,pfile7,6,2,24,0.125,0.047994,0,0.02,0,0.027994
driverlog.pddl.0p_4a_2d.0,pfile10,6,1,23,0.25,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile1,7,1,8,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile2,7,1,16,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile3,7,1,13,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile4,7,1,17,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile5,7,1,21,0.125,0.023997,0,0,0.01,0.013997
driverlog.pddl.0p_4a_3d.0,pfile6,7,1,10,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile7,7,1,14,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile8,7,1,19,0.125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_3d.0,pfile9,7,1,35,0.03125,0.053997,0,0.01,0.03,0.013997
driverlog.pddl.0p_4a_3d.0,pfile9,7,2,41,0.0625,0.117994,0,0.05,0.04,0.027994
driverlog.pddl.0p_4a_3d.0,pfile10,7,1,18,0.125,0.023997,0,0,0.01,0.013997
driverlog.pddl.0p_4a_4d.0,pfile1,8,1,8,0.0625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_4d.0,pfile3,8,1,13,0.03125,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_4d.0,pfile5,8,1,28,0.015625,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_4a_4d.0,pfile5,8,2,22,0.03125,0.947994,0,0.9,0.02,0.027994
driverlog.pddl.0p_4a_4d.0,pfile7,8,1,25,0.015625,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_4a_4d.0,pfile7,8,2,24,0.03125,0.067994,0,0.02,0.02,0.027994
driverlog.pddl.0p_4a_4d.0,pfile10,8,1,33,0.03125,0.033997,0,0.02,0,0.013997
driverlog.pddl.0p_4a_4d.0,pfile10,8,2,21,0.0625,0.067994,0,0.04,0,0.027994
driverlog.pddl.0p_4a_5d.0,pfile1,9,1,8,0.25,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_5d.0,pfile3,9,1,13,0.015625,0.013997,0,0,0,0.013997
driverlog.pddl.0p_4a_5d.0,pfile4,9,1,19,0.0078125,0.013997,0,0,0,0.013997
