#SEARCH,PARAMETERS:,,,,,,,,,
#Max,restart:,5,,,,,,,,
#Max,iterations:,5,,,,,,,,
#Initial,depth,bound:,10,,,,,,,
#Probes,at,depth:,60,,,,,,,
#Neighborhood,size:,5,,,,,,,,
#Initial,fail,bound:,32,,,,,,,
#Min,heuristic,bias:,0.5,,,,,,,
#Max,heuristic,bias:,1.5,,,,,,,
#,,,,,,,,,,
#RELAXED,PLAN,PARAMETERS:,,,,,,,,
#ignore_poss_del_in_rp:,1,,,,,,,,,
#use_lower_bound_in_rp:,1,,,,,,,,,
#use_upper_bound_in_rp:,0,,,,,,,,,
#use_robustness_threshold:,1,,,,,,,,,
#clauses_from_rpg_for_false_preconditions:,1,,,,,,,,,
#current_actions_affect_candidate_action:,1,,,,,,,,,
#candidate_actions_affect_current_actions:,1,,,,,,,,,
#,,,,,,,,,,
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time
rover.pddl.0p_1a_4d.0,pfile8,5,1,27,0.03125,0.213997,0.01,0.18,0.01,0.013997
rover.pddl.0p_1a_4d.0,pfile8,5,2,26,0.0625,0.627994,0.04,0.55,0.01,0.027994
rover.pddl.0p_1a_4d.0,pfile9,5,1,34,0.03125,0.523998,0.02,0.49,0,0.013998
rover.pddl.0p_1a_4d.0,pfile10,5,1,38,0.03125,0.443997,0.02,0.41,0,0.013997
rover.pddl.0p_1a_5d.0,pfile1,6,1,10,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_1a_5d.0,pfile2,6,1,8,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_1a_5d.0,pfile3,6,1,19,0.125,0.063997,0,0.05,0,0.013997
rover.pddl.0p_1a_5d.0,pfile4,6,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_1a_5d.0,pfile7,6,1,23,0.0625,0.053997,0,0.04,0,0.013997
rover.pddl.0p_1a_5d.0,pfile7,6,2,26,0.125,0.137994,0,0.11,0,0.027994
rover.pddl.0p_1a_5d.0,pfile8,6,1,41,0.03125,0.413997,0.02,0.36,0.02,0.013997
rover.pddl.0p_1a_5d.0,pfile8,6,2,41,0.0625,1.79799,0.12,1.63,0.02,0.027994
rover.pddl.0p_1a_5d.0,pfile9,6,1,54,0.0625,0.903997,0.03,0.82,0.04,0.013997
rover.pddl.0p_1a_5d.0,pfile10,6,1,62,0.03125,0.653997,0.06,0.55,0.03,0.013997
rover.pddl.0p_1a_5d.0,pfile10,6,2,47,0.0625,2.81799,0.19,2.53,0.07,0.027994
rover.pddl.0p_2a_0d.0,pfile1,2,1,16,0.5,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_0d.0,pfile2,2,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_0d.0,pfile3,2,1,11,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_0d.0,pfile3,2,2,12,1,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_0d.0,pfile4,2,1,8,1,0,0,0,0,0
rover.pddl.0p_2a_0d.0,pfile7,2,1,18,0.5,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_1d.0,pfile1,3,1,20,0.5,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_1d.0,pfile2,3,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_1d.0,pfile3,3,1,15,0.5,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_1d.0,pfile4,3,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_1d.0,pfile7,3,1,26,0.5,0.063997,0.01,0.03,0.01,0.013997
rover.pddl.0p_2a_2d.0,pfile1,4,1,11,0.125,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_2d.0,pfile1,4,2,10,0.25,0.056994,0.01,0.02,0,0.026994
rover.pddl.0p_2a_2d.0,pfile2,4,1,7,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_2d.0,pfile2,4,2,8,0.5,0.037994,0,0.01,0,0.027994
rover.pddl.0p_2a_2d.0,pfile3,4,1,12,0.25,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_2d.0,pfile4,4,1,8,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_2d.0,pfile5,4,1,27,0.0625,0.162998,0.02,0.13,0,0.012998
rover.pddl.0p_2a_2d.0,pfile7,4,1,16,0.125,0.053997,0,0.04,0,0.013997
rover.pddl.0p_2a_2d.0,pfile7,4,2,24,0.25,0.166994,0,0.14,0,0.026994
rover.pddl.0p_2a_2d.0,pfile8,4,1,39,0.125,0.483997,0.03,0.44,0,0.013997
rover.pddl.0p_2a_2d.0,pfile9,4,1,40,0.125,0.613997,0.03,0.57,0,0.013997
rover.pddl.0p_2a_2d.0,pfile10,4,1,56,0.0625,0.982998,0.05,0.92,0,0.012998
rover.pddl.0p_2a_2d.0,pfile10,4,2,46,0.125,1.497,0.1,1.37,0,0.026995
rover.pddl.0p_2a_3d.0,pfile1,5,1,12,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_3d.0,pfile2,5,1,8,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_3d.0,pfile3,5,1,12,0.5,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_3d.0,pfile4,5,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_3d.0,pfile5,5,1,24,0.0625,0.063997,0,0.05,0,0.013997
rover.pddl.0p_2a_3d.0,pfile6,5,1,36,0.0625,0.203997,0,0.19,0,0.013997
rover.pddl.0p_2a_3d.0,pfile7,5,1,24,0.125,0.072997,0.02,0.04,0,0.012997
rover.pddl.0p_2a_3d.0,pfile7,5,2,34,0.25,0.216994,0.04,0.15,0,0.026994
rover.pddl.0p_2a_3d.0,pfile8,5,1,26,0.125,0.183997,0.01,0.16,0,0.013997
rover.pddl.0p_2a_3d.0,pfile9,5,1,40,0.125,0.363997,0.03,0.31,0.01,0.013997
rover.pddl.0p_2a_3d.0,pfile10,5,1,43,0.03125,0.323997,0.03,0.28,0,0.013997
rover.pddl.0p_2a_3d.0,pfile10,5,2,53,0.0625,0.947994,0.05,0.85,0.02,0.027994
rover.pddl.0p_2a_3d.0,pfile10,5,3,41,0.125,1.31199,0.07,1.18,0.02,0.041991
rover.pddl.0p_2a_4d.0,pfile1,6,1,10,0.03125,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_4d.0,pfile1,6,2,10,0.0625,0.057994,0,0.03,0,0.027994
rover.pddl.0p_2a_4d.0,pfile2,6,1,8,0.0625,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_4d.0,pfile2,6,2,8,0.125,0.037994,0,0.01,0,0.027994
rover.pddl.0p_2a_4d.0,pfile3,6,1,13,0.0625,0.033997,0,0.02,0,0.013997
rover.pddl.0p_2a_4d.0,pfile4,6,1,8,0.03125,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_4d.0,pfile4,6,2,8,0.0625,0.037994,0,0.01,0,0.027994
rover.pddl.0p_2a_4d.0,pfile5,6,1,27,0.015625,0.133997,0.02,0.1,0,0.013997
rover.pddl.0p_2a_4d.0,pfile5,6,2,25,0.03125,0.617994,0.06,0.53,0,0.027994
rover.pddl.0p_2a_4d.0,pfile6,6,1,38,0.015625,0.333997,0.01,0.3,0.01,0.013997
rover.pddl.0p_2a_4d.0,pfile6,6,2,48,0.03125,0.877994,0.04,0.79,0.02,0.027994
rover.pddl.0p_2a_4d.0,pfile7,6,1,24,0.0625,0.093997,0.01,0.07,0,0.013997
rover.pddl.0p_2a_4d.0,pfile8,6,1,34,0.015625,0.333997,0.01,0.3,0.01,0.013997
rover.pddl.0p_2a_4d.0,pfile8,6,2,47,0.03125,2.93799,0.1,2.79,0.02,0.027994
rover.pddl.0p_2a_4d.0,pfile9,6,1,49,0.03125,1.324,0.05,1.25,0.01,0.013997
rover.pddl.0p_2a_4d.0,pfile10,6,1,41,0.015625,0.463997,0.02,0.42,0.01,0.013997
rover.pddl.0p_2a_4d.0,pfile10,6,2,70,0.03125,3.09799,0.23,2.82,0.02,0.027994
rover.pddl.0p_2a_4d.0,pfile10,6,3,53,0.0625,6.18199,0.44,5.64,0.06,0.041991
rover.pddl.0p_2a_5d.0,pfile1,7,1,9,0.015625,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_5d.0,pfile2,7,1,7,0.015625,0.013997,0,0,0,0.013997
rover.pddl.0p_2a_5d.0,pfile3,7,1,13,0.015625,0.023997,0,0.01,0,0.013997
rover.pddl.0p_2a_5d.0,pfile3,7,2,12,0.03125,9.79799,0.16,9.59,0.02,0.027994
rover.pddl.0p_2a_5d.0,pfile4,7,1,8,0.0625,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_0d.0,pfile1,3,1,18,0.5,0.042997,0.01,0.01,0.01,0.012997
rover.pddl.0p_3a_0d.0,pfile2,3,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_0d.0,pfile3,3,1,12,0.5,0.023997,0,0.01,0,0.013997
rover.pddl.0p_3a_0d.0,pfile4,3,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_0d.0,pfile7,3,1,23,0.25,0.053997,0.02,0.02,0,0.013997
rover.pddl.0p_3a_0d.0,pfile7,3,2,22,0.5,0.287994,0.03,0.23,0,0.027994
rover.pddl.0p_3a_0d.0,pfile8,3,1,48,0.25,0.343997,0.03,0.3,0,0.013997
rover.pddl.0p_3a_0d.0,pfile8,3,2,86,0.5,0.867994,0.06,0.78,0,0.027994
rover.pddl.0p_3a_0d.0,pfile9,3,1,49,0.25,0.503997,0.06,0.42,0.01,0.013997
rover.pddl.0p_3a_0d.0,pfile10,3,1,54,0.25,0.343997,0.02,0.31,0,0.013997
rover.pddl.0p_3a_1d.0,pfile1,4,1,10,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_3a_1d.0,pfile2,4,1,7,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_1d.0,pfile3,4,1,11,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_3a_1d.0,pfile3,4,2,12,0.5,0.057994,0,0.03,0,0.027994
rover.pddl.0p_3a_1d.0,pfile4,4,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_1d.0,pfile7,4,1,20,0.125,0.043997,0,0.02,0.01,0.013997
rover.pddl.0p_3a_1d.0,pfile8,4,1,48,0.25,0.263997,0,0.24,0.01,0.013997
rover.pddl.0p_3a_1d.0,pfile9,4,1,44,0.125,0.453997,0.03,0.41,0,0.013997
rover.pddl.0p_3a_1d.0,pfile10,4,1,85,0.125,2.923,0.05,2.81,0.05,0.012998
rover.pddl.0p_3a_2d.0,pfile1,5,1,24,0.25,0.093997,0,0.08,0,0.013997
rover.pddl.0p_3a_2d.0,pfile2,5,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_2d.0,pfile3,5,1,12,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_3a_2d.0,pfile4,5,1,8,0.25,0.033997,0,0.02,0,0.013997
rover.pddl.0p_3a_2d.0,pfile5,5,1,24,0.25,0.083997,0.01,0.06,0,0.013997
rover.pddl.0p_3a_2d.0,pfile6,5,1,43,0.25,0.363997,0,0.35,0,0.013997
rover.pddl.0p_3a_2d.0,pfile7,5,1,20,0.25,0.073997,0.01,0.05,0,0.013997
rover.pddl.0p_3a_2d.0,pfile8,5,1,31,0.25,0.273997,0,0.26,0,0.013997
rover.pddl.0p_3a_2d.0,pfile9,5,1,59,0.25,1.124,0.08,1.03,0,0.013997
rover.pddl.0p_3a_2d.0,pfile10,5,1,46,0.25,0.463997,0.01,0.44,0,0.013997
rover.pddl.0p_3a_3d.0,pfile1,6,1,16,0.125,0.053997,0,0.04,0,0.013997
rover.pddl.0p_3a_3d.0,pfile1,6,2,14,0.25,0.107994,0,0.08,0,0.027994
rover.pddl.0p_3a_3d.0,pfile1,6,3,12,0.5,0.151991,0,0.11,0,0.041991
rover.pddl.0p_3a_3d.0,pfile2,6,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_3d.0,pfile3,6,1,12,0.25,0.033997,0,0.02,0,0.013997
rover.pddl.0p_3a_3d.0,pfile4,6,1,8,0.5,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_3d.0,pfile7,6,1,18,0.5,0.053997,0,0.04,0,0.013997
rover.pddl.0p_3a_5d.0,pfile1,8,1,9,0.0625,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_5d.0,pfile2,8,1,7,0.125,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_5d.0,pfile3,8,1,10,0.0625,0.023997,0,0.01,0,0.013997
rover.pddl.0p_3a_5d.0,pfile4,8,1,8,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_3a_5d.0,pfile4,8,2,8,0.5,0.036994,0,0.01,0,0.026994
rover.pddl.0p_3a_5d.0,pfile5,8,1,21,0.03125,0.063997,0,0.05,0,0.013997
rover.pddl.0p_3a_5d.0,pfile6,8,1,33,0.03125,0.163997,0.01,0.14,0,0.013997
rover.pddl.0p_3a_5d.0,pfile7,8,1,17,0.0625,0.043997,0,0.03,0,0.013997
rover.pddl.0p_3a_5d.0,pfile8,8,1,30,0.0625,0.243997,0,0.23,0,0.013997
rover.pddl.0p_3a_5d.0,pfile9,8,1,29,0.03125,0.233997,0,0.21,0.01,0.013997
rover.pddl.0p_3a_5d.0,pfile10,8,1,35,0.0625,0.202998,0.03,0.16,0,0.012998
rover.pddl.0p_4a_0d.0,pfile1,4,1,12,0.125,0.023997,0.01,0,0,0.013997
rover.pddl.0p_4a_0d.0,pfile2,4,1,8,0.125,0.013997,0,0,0,0.013997
rover.pddl.0p_4a_0d.0,pfile3,4,1,12,0.25,0.023997,0,0.01,0,0.013997
rover.pddl.0p_4a_0d.0,pfile4,4,1,8,0.25,0.013997,0,0,0,0.013997
rover.pddl.0p_4a_0d.0,pfile7,4,1,35,0.125,0.113997,0,0.1,0,0.013997
rover.pddl.0p_4a_0d.0,pfile8,4,1,34,0.125,0.153997,0,0.14,0,0.013997
rover.pddl.0p_4a_0d.0,pfile9,4,1,57,0.125,0.623997,0.03,0.57,0.01,0.013997
rover.pddl.0p_4a_0d.0,pfile10,4,1,46,0.125,0.293997,0,0.28,0,0.013997
rover.pddl.0p_4a_1d.0,pfile1,5,1,10,0.0625,0.023997,0,0.01,0,0.013997
rover.pddl.0p_4a_1d.0,pfile1,5,2,12,0.125,0.057994,0,0.03,0,0.027994
rover.pddl.0p_4a_1d.0,pfile2,5,1,8,0.0625,0.013997,0,0,0,0.013997
rover.pddl.0p_4a_1d.0,pfile3,5,1,13,0.125,0.033997,0,0.02,0,0.013997
rover.pddl.0p_4a_1d.0,pfile3,5,2,18,0.25,0.117994,0,0.09,0,0.027994
rover.pddl.0p_4a_1d.0,pfile4,5,1,8,0.25,0.013997,0,0,0,0.013997
