#SEARCH PARAMETERS:
#Initial robustness threshold:	0.01
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: PURE_FF_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	1
#use_upper_bound_in_rp:	0
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate
zenotravel.pddl.0p_0a_2d.0,pfile9,2,2,47,1,0.172,0.01,0.15,0,0.012,0.915842
zenotravel.pddl.0p_0a_2d.0,pfile10,2,1,60,0.25,0.112,0.01,0.07,0.02,0.012,1
zenotravel.pddl.0p_0a_2d.0,pfile10,2,2,41,0.5,0.204,0.01,0.15,0.02,0.024,0.970238
zenotravel.pddl.0p_0a_2d.0,pfile10,2,3,45,1,0.274,0.02,0.21,0.02,0.024,0.950549
zenotravel.pddl.0p_0a_3d.0,pfile1,3,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_0a_3d.0,pfile2,3,1,4,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile3,3,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile4,3,1,8,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile4,3,2,7,0.5,0.024,0,0,0,0.024,0.888889
zenotravel.pddl.0p_0a_3d.0,pfile5,3,1,13,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile5,3,2,11,0.25,0.024,0,0,0,0.024,1
zenotravel.pddl.0p_0a_3d.0,pfile5,3,3,14,0.5,0.046,0,0.01,0,0.036,0.686275
zenotravel.pddl.0p_0a_3d.0,pfile6,3,1,11,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile6,3,2,28,0.25,0.144,0.02,0.09,0.01,0.024,0.385886
zenotravel.pddl.0p_0a_3d.0,pfile7,3,1,28,0.5,0.032,0.01,0.01,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile8,3,1,10,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile8,3,2,14,0.25,0.054,0,0.03,0,0.024,0.980392
zenotravel.pddl.0p_0a_3d.0,pfile8,3,3,14,0.5,0.096,0.01,0.05,0,0.036,0.555556
zenotravel.pddl.0p_0a_3d.0,pfile9,3,1,19,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile10,3,1,26,0.125,0.052,0.01,0.03,0,0.012,1
zenotravel.pddl.0p_0a_3d.0,pfile10,3,2,43,0.25,0.734,0.16,0.51,0.04,0.024,0.35361
zenotravel.pddl.0p_0a_4d.0,pfile1,4,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_0a_4d.0,pfile2,4,1,4,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile2,4,2,4,1,0.012,0,0,0,0.012,0.6875
zenotravel.pddl.0p_0a_4d.0,pfile3,4,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile3,4,2,5,0.5,0.024,0,0,0,0.024,0.928571
zenotravel.pddl.0p_0a_4d.0,pfile4,4,1,6,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile4,4,2,6,0.5,0.024,0,0,0,0.024,0.9375
zenotravel.pddl.0p_0a_4d.0,pfile5,4,1,13,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile6,4,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile7,4,1,12,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile8,4,1,11,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile8,4,2,10,0.5,0.044,0,0.02,0,0.024,0.735294
zenotravel.pddl.0p_0a_4d.0,pfile9,4,1,40,0.125,0.102,0.01,0.07,0.01,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile10,4,1,41,0.125,0.092,0.03,0.05,0,0.012,1
zenotravel.pddl.0p_0a_4d.0,pfile10,4,2,21,0.25,0.334,0.07,0.24,0,0.024,0.376963
zenotravel.pddl.0p_0a_5d.0,pfile1,5,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_0a_5d.0,pfile2,5,1,6,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile3,5,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile4,5,1,9,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile5,5,1,19,0.0625,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile5,5,2,16,0.125,8.494,0.09,8.23,0.15,0.024,0.851684
zenotravel.pddl.0p_0a_5d.0,pfile6,5,1,25,0.0625,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile6,5,2,16,0.125,1.654,0.02,1.57,0.04,0.024,0.912631
zenotravel.pddl.0p_0a_5d.0,pfile7,5,1,13,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile8,5,1,12,0.125,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile9,5,1,33,0.125,0.062,0.01,0.04,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile10,5,1,44,0.03125,0.082,0,0.07,0,0.012,1
zenotravel.pddl.0p_0a_5d.0,pfile10,5,2,54,0.0625,0.234,0.02,0.19,0,0.024,1
zenotravel.pddl.0p_1a_0d.0,pfile1,1,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_0d.0,pfile2,1,1,8,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_0d.0,pfile3,1,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile4,1,1,8,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile4,1,2,13,1,0.012,0,0,0,0.012,0.8
zenotravel.pddl.0p_1a_0d.0,pfile5,1,1,13,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile5,1,2,11,1,0.012,0,0,0,0.012,0.833333
zenotravel.pddl.0p_1a_0d.0,pfile6,1,1,30,0.5,0.022,0,0,0.01,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile6,1,2,17,1,0.032,0,0.01,0.01,0.012,0.882353
zenotravel.pddl.0p_1a_0d.0,pfile7,1,1,30,1,0.02,0,0.02,0,0,1
zenotravel.pddl.0p_1a_0d.0,pfile8,1,1,16,0.5,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile8,1,2,27,1,0.132,0,0.12,0,0.012,0.476744
zenotravel.pddl.0p_1a_0d.0,pfile9,1,1,44,0.5,0.072,0.02,0.04,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile9,1,2,60,1,0.172,0.03,0.13,0,0.012,0.934866
zenotravel.pddl.0p_1a_0d.0,pfile10,1,1,64,0.5,0.122,0,0.11,0,0.012,1
zenotravel.pddl.0p_1a_0d.0,pfile10,1,2,45,1,0.192,0.01,0.17,0,0.012,0.965
zenotravel.pddl.0p_1a_1d.0,pfile1,2,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_1d.0,pfile2,2,1,16,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile3,2,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile3,2,2,6,0.5,0.024,0,0,0,0.024,0.727273
zenotravel.pddl.0p_1a_1d.0,pfile4,2,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile4,2,2,25,0.5,0.254,0.02,0.2,0.01,0.024,0.81516
zenotravel.pddl.0p_1a_1d.0,pfile5,2,1,12,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile5,2,2,13,0.5,0.784,0.07,0.62,0.07,0.024,0.748853
zenotravel.pddl.0p_1a_1d.0,pfile6,2,1,19,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile6,2,2,13,0.5,0.864,0.1,0.69,0.05,0.024,0.744993
zenotravel.pddl.0p_1a_1d.0,pfile7,2,1,16,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile8,2,1,60,0.25,0.092,0,0.08,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile8,2,2,18,0.5,2.484,0.34,1.97,0.15,0.024,0.869447
zenotravel.pddl.0p_1a_1d.0,pfile9,2,1,37,0.25,0.052,0.01,0.03,0,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile9,2,2,57,0.5,0.154,0.01,0.11,0.01,0.024,0.950207
zenotravel.pddl.0p_1a_1d.0,pfile10,2,1,41,0.25,0.082,0,0.06,0.01,0.012,1
zenotravel.pddl.0p_1a_1d.0,pfile10,2,2,35,0.5,0.144,0.01,0.1,0.01,0.024,0.742188
zenotravel.pddl.0p_1a_2d.0,pfile1,3,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_2d.0,pfile2,3,1,8,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile3,3,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile3,3,2,6,1,0.012,0,0,0,0.012,0.636364
zenotravel.pddl.0p_1a_2d.0,pfile4,3,1,17,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile4,3,2,8,0.5,0.034,0,0.01,0,0.024,0.83871
zenotravel.pddl.0p_1a_2d.0,pfile4,3,3,9,1,0.044,0,0.02,0,0.024,0.401914
zenotravel.pddl.0p_1a_2d.0,pfile5,3,1,20,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile5,3,2,20,0.25,0.044,0,0.02,0,0.024,1
zenotravel.pddl.0p_1a_2d.0,pfile5,3,3,13,0.5,0.116,0,0.08,0,0.036,0.430189
zenotravel.pddl.0p_1a_2d.0,pfile5,3,4,14,1,0.126,0,0.09,0,0.036,0.611111
zenotravel.pddl.0p_1a_2d.0,pfile6,3,1,23,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile6,3,2,16,0.25,0.084,0,0.05,0.01,0.024,0.410169
zenotravel.pddl.0p_1a_2d.0,pfile7,3,1,34,0.5,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile8,3,1,40,0.125,0.082,0,0.07,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile8,3,2,17,0.25,0.134,0.01,0.1,0,0.024,0.833333
zenotravel.pddl.0p_1a_2d.0,pfile9,3,1,46,0.125,0.092,0.01,0.06,0.01,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile9,3,2,33,0.25,0.154,0.01,0.11,0.01,0.024,1
zenotravel.pddl.0p_1a_2d.0,pfile9,3,3,43,0.5,0.246,0.03,0.16,0.02,0.036,0.885417
zenotravel.pddl.0p_1a_2d.0,pfile10,3,1,48,0.125,0.112,0.01,0.09,0,0.012,1
zenotravel.pddl.0p_1a_2d.0,pfile10,3,2,72,0.25,0.294,0.03,0.24,0,0.024,0.806971
zenotravel.pddl.0p_1a_3d.0,pfile1,4,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_3d.0,pfile2,4,1,4,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile2,4,2,9,0.25,0.024,0,0,0,0.024,0.729167
zenotravel.pddl.0p_1a_3d.0,pfile3,4,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile3,4,2,6,0.5,0.034,0,0.01,0,0.024,0.392157
zenotravel.pddl.0p_1a_3d.0,pfile4,4,1,6,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile5,4,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile6,4,1,26,0.125,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile6,4,2,11,0.25,0.054,0,0.03,0,0.024,0.642857
zenotravel.pddl.0p_1a_3d.0,pfile7,4,1,17,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile8,4,1,12,0.125,0.022,0,0,0.01,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile8,4,2,14,0.25,0.054,0,0.02,0.01,0.024,0.923077
zenotravel.pddl.0p_1a_3d.0,pfile9,4,1,21,0.125,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile9,4,2,29,0.25,0.094,0.01,0.06,0,0.024,0.933884
zenotravel.pddl.0p_1a_3d.0,pfile10,4,1,34,0.125,0.072,0.01,0.05,0,0.012,1
zenotravel.pddl.0p_1a_3d.0,pfile10,4,2,21,0.25,0.354,0.03,0.29,0.01,0.024,0.328725
zenotravel.pddl.0p_1a_4d.0,pfile1,5,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_4d.0,pfile2,5,1,5,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile2,5,2,4,0.25,0.024,0,0,0,0.024,0.714286
zenotravel.pddl.0p_1a_4d.0,pfile3,5,1,5,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile4,5,1,6,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile5,5,1,11,0.0625,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile5,5,2,11,0.125,0.024,0,0,0,0.024,0.65
zenotravel.pddl.0p_1a_4d.0,pfile6,5,1,11,0.0625,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile6,5,2,11,0.125,0.034,0,0.01,0,0.024,0.8
zenotravel.pddl.0p_1a_4d.0,pfile7,5,1,11,0.0625,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile7,5,2,14,0.125,0.054,0,0.03,0,0.024,0.482587
zenotravel.pddl.0p_1a_4d.0,pfile8,5,1,13,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile9,5,1,19,0.03125,0.022,0,0,0.01,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile9,5,2,18,0.0625,0.044,0,0.01,0.01,0.024,1
zenotravel.pddl.0p_1a_4d.0,pfile10,5,1,21,0.0625,0.032,0.01,0.01,0,0.012,1
zenotravel.pddl.0p_1a_4d.0,pfile10,5,2,22,0.125,0.074,0.02,0.03,0,0.024,0.6375
zenotravel.pddl.0p_1a_5d.0,pfile1,6,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_1a_5d.0,pfile2,6,1,4,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile3,6,1,5,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile3,6,2,6,1,0.032,0,0.02,0,0.012,0.47541
zenotravel.pddl.0p_1a_5d.0,pfile4,6,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile5,6,1,11,0.125,0.022,0,0,0.01,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile5,6,2,11,0.5,0.034,0,0,0.01,0.024,0.96
zenotravel.pddl.0p_1a_5d.0,pfile5,6,3,11,1,0.154,0.02,0.09,0.02,0.024,0.236765
zenotravel.pddl.0p_1a_5d.0,pfile6,6,1,12,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile7,6,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile7,6,2,11,0.5,0.084,0,0.06,0,0.024,0.231034
zenotravel.pddl.0p_1a_5d.0,pfile8,6,1,10,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile9,6,1,18,0.25,0.032,0.01,0.01,0,0.012,1
zenotravel.pddl.0p_1a_5d.0,pfile10,6,1,20,0.25,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_2a_0d.0,pfile1,2,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_0d.0,pfile2,2,1,6,0.5,0.012,0,0,0,0.012,0.947368
zenotravel.pddl.0p_2a_0d.0,pfile3,2,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_0d.0,pfile4,2,1,12,0.5,0.022,0,0.01,0,0.012,0.9375
zenotravel.pddl.0p_2a_0d.0,pfile5,2,1,15,0.5,0.012,0,0,0,0.012,0.980392
zenotravel.pddl.0p_2a_0d.0,pfile6,2,1,17,0.5,0.022,0,0.01,0,0.012,0.923077
zenotravel.pddl.0p_2a_0d.0,pfile7,2,1,22,0.5,0.022,0,0.01,0,0.012,0.9
zenotravel.pddl.0p_2a_0d.0,pfile8,2,1,33,0.5,0.072,0,0.05,0.01,0.012,0.941176
zenotravel.pddl.0p_2a_0d.0,pfile9,2,1,30,0.5,0.052,0.01,0.02,0.01,0.012,0.93913
zenotravel.pddl.0p_2a_0d.0,pfile10,2,1,49,0.5,0.112,0.01,0.07,0.02,0.012,0.935644
zenotravel.pddl.0p_2a_1d.0,pfile1,3,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_1d.0,pfile2,3,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile3,3,1,7,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile4,3,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile5,3,1,14,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile6,3,1,14,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile7,3,1,40,0.5,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile8,3,1,13,0.25,0.032,0.01,0.01,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile9,3,1,68,0.25,0.152,0.05,0.09,0,0.012,1
zenotravel.pddl.0p_2a_1d.0,pfile10,3,1,70,0.25,0.162,0.03,0.11,0.01,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile1,4,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_2d.0,pfile2,4,1,4,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile2,4,2,4,0.5,0.024,0,0,0,0.024,0.727273
zenotravel.pddl.0p_2a_2d.0,pfile3,4,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile4,4,1,6,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile5,4,1,11,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile5,4,2,11,0.25,0.024,0,0,0,0.024,1
zenotravel.pddl.0p_2a_2d.0,pfile6,4,1,11,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile7,4,1,12,0.25,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile8,4,1,10,0.25,0.022,0,0,0.01,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile9,4,1,21,0.25,0.042,0,0.03,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile10,4,1,28,0.125,0.052,0.01,0.03,0,0.012,1
zenotravel.pddl.0p_2a_2d.0,pfile10,4,2,25,0.25,0.104,0.02,0.06,0,0.024,0.931034
zenotravel.pddl.0p_2a_3d.0,pfile1,5,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_3d.0,pfile2,5,1,8,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile3,5,1,6,0.5,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile4,5,1,15,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile5,5,1,12,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile6,5,1,18,0.125,0.022,0.01,0,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile7,5,1,18,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile8,5,1,14,0.125,0.032,0.01,0.01,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile9,5,1,43,0.125,0.092,0.02,0.06,0,0.012,1
zenotravel.pddl.0p_2a_3d.0,pfile10,5,1,31,0.125,0.062,0.01,0.02,0.02,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile1,6,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_4d.0,pfile2,6,1,4,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile2,6,2,6,0.5,0.024,0,0,0,0.024,0.882353
zenotravel.pddl.0p_2a_4d.0,pfile3,6,1,5,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile3,6,2,6,0.5,0.024,0,0,0,0.024,0.894737
zenotravel.pddl.0p_2a_4d.0,pfile4,6,1,6,0.25,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile4,6,2,9,1,0.132,0,0.09,0.03,0.012,0.263538
zenotravel.pddl.0p_2a_4d.0,pfile5,6,1,12,0.125,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile5,6,2,16,0.5,0.054,0,0.03,0,0.024,0.946429
zenotravel.pddl.0p_2a_4d.0,pfile6,6,1,11,0.125,0.012,0,0,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile6,6,2,15,0.5,0.044,0.01,0.01,0,0.024,0.867647
zenotravel.pddl.0p_2a_4d.0,pfile7,6,1,36,0.5,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile8,6,1,10,0.125,0.032,0,0.02,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile8,6,2,25,0.5,0.194,0,0.17,0,0.024,0.472868
zenotravel.pddl.0p_2a_4d.0,pfile9,6,1,20,0.125,0.032,0.02,0,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile9,6,2,53,0.5,0.144,0.03,0.09,0,0.024,0.965665
zenotravel.pddl.0p_2a_4d.0,pfile10,6,1,24,0.0625,0.052,0.02,0.02,0,0.012,1
zenotravel.pddl.0p_2a_4d.0,pfile10,6,2,63,0.5,0.174,0.03,0.12,0,0.024,0.948529
zenotravel.pddl.0p_2a_5d.0,pfile1,7,1,1,1,0,0,0,0,0,1
zenotravel.pddl.0p_2a_5d.0,pfile2,7,1,6,0.03125,0.012,0,0,0,0.012,0.952381
zenotravel.pddl.0p_2a_5d.0,pfile2,7,2,5,0.25,0.024,0,0,0,0.024,1
zenotravel.pddl.0p_2a_5d.0,pfile3,7,1,18,0.015625,0.022,0,0.01,0,0.012,1
zenotravel.pddl.0p_2a_5d.0,pfile3,7,2,7,0.125,2.334,0.08,2.18,0.05,0.024,0.840737
zenotravel.pddl.0p_2a_5d.0,pfile4,7,1,19,0.015625,0.032,0,0.01,0.01,0.012,0.980198
zenotravel.pddl.0p_2a_5d.0,pfile4,7,2,27,0.03125,0.064,0,0.03,0.01,0.024,0.872483
zenotravel.pddl.0p_2a_5d.0,pfile4,7,3,27,0.0625,1.216,0.01,1.13,0.04,0.036,0.598974
zenotravel.pddl.0p_2a_5d.0,pfile5,7,1,38,0.015625,1.012,0.07,0.89,0.04,0.012,0.904022
zenotravel.pddl.0p_2a_5d.0,pfile5,7,2,42,0.03125,1.074,0.07,0.94,0.04,0.024,0.691964
zenotravel.pddl.0p_2a_5d.0,pfile6,7,1,21,0.015625,1.582,0.04,1.48,0.05,0.012,0.880618
zenotravel.pddl.0p_2a_5d.0,pfile6,7,2,36,0.03125,1.654,0.04,1.54,0.05,0.024,0.73057
zenotravel.pddl.0p_2a_5d.0,pfile7,7,1,13,0.0625,0.012,0,0,0,0.012,0.877551
zenotravel.pddl.0p_2a_5d.0,pfile8,7,1,38,0.015625,0.112,0,0.1,0,0.012,0.970588
