#SEARCH PARAMETERS:
#Initial robustness threshold:	0
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: ANNOTATIONS_FREE_FF_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	1
#use_upper_bound_in_rp:	0
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate,rpg_better_supporting_actions_rate,rp_increasing_robustness_rate
freecell.pddl.0p_0a_4d.0,pfile5,4,2,43,0.25,6.85699,0.74,5.62,0.47,0.026994,0.69546,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile6,4,1,61,0.5,2.024,0.44,1.5,0.07,0.013997,1,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile7,4,1,75,0.125,1.864,0.33,1.48,0.04,0.013997,0.983165,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile7,4,2,118,0.25,6.67799,1.01,5.38,0.26,0.027994,0.677966,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile8,4,1,80,0.125,3.244,0.56,2.57,0.1,0.013997,0.993127,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile8,4,2,100,0.25,13.638,2.18,10.84,0.59,0.027995,0.762511,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile8,4,3,70,0.5,101.062,15.75,82.27,3,0.041992,0.718048,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile9,4,1,131,0.125,21.254,3.4,16.7,1.14,0.013997,0.815501,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile10,4,1,65,0.5,48.494,8.47,37.58,2.43,0.013997,0.897412,-nan,-nan
freecell.pddl.0p_0a_4d.0,pfile10,4,2,179,1,67.334,11.75,52.49,3.08,0.013997,0.636464,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile1,5,1,10,1,0,0,0,0,0,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile2,5,1,18,1,0.04,0,0.03,0.01,0,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile3,5,1,24,0.125,0.083997,0,0.06,0.01,0.013997,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile3,5,2,24,0.5,0.187994,0.01,0.12,0.03,0.027994,0.989011,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile3,5,3,22,1,0.267994,0.05,0.15,0.04,0.027994,0.90625,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile4,5,1,33,1,0.23,0.04,0.16,0.03,0,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile5,5,1,64,0.0625,1.214,0.18,1,0.02,0.013997,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile5,5,2,45,0.25,2.01699,0.28,1.68,0.03,0.026994,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile5,5,3,41,0.5,4.26099,0.52,3.61,0.09,0.040991,0.6375,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile6,5,1,48,0.25,1.084,0.12,0.93,0.02,0.013997,1,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile6,5,2,51,0.5,2.30799,0.23,1.97,0.08,0.027994,0.913043,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile6,5,3,77,1,142.018,7.81,128.87,5.31,0.027994,0.553511,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile7,5,1,91,0.03125,4.194,0.63,3.48,0.07,0.013997,0.994398,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile7,5,2,69,0.0625,38.848,3.29,34.67,0.86,0.027994,0.721346,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile8,5,1,78,0.03125,4.104,0.81,3.13,0.15,0.013997,0.992806,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile8,5,2,86,0.0625,71.068,9.2,60.58,1.26,0.027994,0.856287,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile8,5,3,103,0.125,152.002,16.3,132.68,2.98,0.041991,0.810648,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile9,5,1,82,0.5,4.634,0.74,3.73,0.15,0.013997,0.93266,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile9,5,2,113,1,76.544,7.88,66.98,1.67,0.013997,0.760794,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile10,5,1,119,0.03125,11.294,1.82,9.27,0.19,0.013997,0.995816,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile10,5,2,102,0.0625,21.248,3.41,17.27,0.54,0.027994,0.992593,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile10,5,3,88,0.125,28.202,4.61,22.75,0.8,0.041991,0.937107,-nan,-nan
freecell.pddl.0p_0a_5d.0,pfile10,5,4,114,0.25,43.296,6.86,35.22,1.16,0.055988,0.841828,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile1,1,1,10,1,0,0,0,0,0,1,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile2,1,1,16,0.5,0.033997,0,0.02,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile2,1,2,16,1,0.053997,0,0.03,0.01,0.013997,0.957447,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile3,1,1,22,0.5,0.073997,0.01,0.05,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile3,1,2,22,1,0.143997,0.01,0.1,0.02,0.013997,0.875,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile4,1,1,32,0.5,0.223997,0.03,0.17,0.01,0.013997,0.990991,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile5,1,1,62,0.5,15.114,1.8,12.93,0.37,0.013997,0.942281,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile5,1,2,44,1,17.664,2.33,14.89,0.43,0.013997,0.583893,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile6,1,1,84,0.5,2.664,0.4,2.21,0.04,0.013997,0.988406,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile6,1,2,45,1,3.354,0.49,2.78,0.07,0.013997,0.84472,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile7,1,1,80,0.5,2.933,0.49,2.37,0.06,0.012997,0.983051,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile7,1,2,261,1,21.623,3.8,17.35,0.46,0.012997,0.775,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile8,1,1,83,0.5,3.584,0.64,2.82,0.11,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile8,1,2,68,1,7.744,1.39,6.12,0.22,0.013997,0.824405,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile9,1,1,80,0.5,3.524,0.58,2.86,0.07,0.013997,0.971631,-nan,-nan
freecell.pddl.0p_1a_0d.0,pfile10,1,1,110,0.5,8.174,1.45,6.58,0.13,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile1,2,1,10,1,0,0,0,0,0,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile2,2,1,17,0.5,0.043997,0.01,0.02,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile2,2,2,15,1,0.073997,0.01,0.05,0,0.013997,0.942308,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile3,2,1,20,0.5,0.053997,0.01,0.03,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile3,2,2,20,1,0.103997,0.01,0.08,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile4,2,1,30,0.5,0.163997,0.01,0.12,0.02,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile4,2,2,37,1,0.423997,0.02,0.36,0.03,0.013997,0.854167,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile5,2,1,97,0.25,1.994,0.28,1.63,0.07,0.013997,0.997475,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile6,2,1,49,0.5,1.224,0.26,0.91,0.04,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile6,2,2,45,1,2.024,0.38,1.56,0.07,0.013997,0.85119,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile7,2,1,112,0.25,15.974,2.88,12.74,0.34,0.013997,0.977698,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile8,2,1,89,0.25,39.434,7.7,31.01,0.71,0.013997,0.931858,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile8,2,2,113,0.5,45.078,8.86,35.23,0.96,0.027994,0.862445,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile9,2,1,117,0.25,9.094,1.85,7,0.23,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile9,2,2,126,0.5,83.908,16.54,64.78,2.56,0.027994,0.674659,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile10,2,1,103,0.25,8.193,1.55,6.3,0.33,0.012997,1,-nan,-nan
freecell.pddl.0p_1a_1d.0,pfile10,2,2,89,0.5,13.757,2.61,10.6,0.52,0.026994,0.947945,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile1,3,1,9,0.5,0.024997,0,0.01,0,0.014997,1,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile1,3,2,13,1,0.024997,0,0.01,0,0.014997,0.744681,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile2,3,1,19,0.25,0.063997,0,0.04,0.01,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile3,3,1,31,0.25,0.133997,0,0.12,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile3,3,2,26,0.5,0.437994,0.02,0.37,0.02,0.027994,0.487465,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile3,3,3,32,1,0.927994,0.07,0.77,0.06,0.027994,0.513636,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile4,3,1,34,0.125,2.354,0.09,2.14,0.11,0.013997,0.808254,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile6,3,1,48,0.25,4.114,0.33,3.49,0.28,0.013997,0.827643,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile7,3,1,66,0.125,1.724,0.22,1.43,0.06,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_2d.0,pfile9,3,1,66,0.125,2.983,0.5,2.4,0.07,0.012997,1,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile1,4,1,9,0.5,0.023997,0,0.01,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile1,4,2,8,1,0.033997,0,0.02,0,0.013997,0.769231,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile2,4,1,16,0.25,0.043997,0,0.03,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile2,4,2,16,0.5,0.077994,0,0.05,0,0.027994,0.92,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile2,4,3,18,1,0.117994,0,0.08,0.01,0.027994,0.692308,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile3,4,1,23,0.25,0.123997,0,0.1,0.01,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile3,4,2,21,0.5,0.547994,0.06,0.43,0.03,0.027994,0.446541,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile4,4,1,37,0.25,0.243997,0.02,0.21,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile4,4,2,38,0.5,0.556994,0.09,0.43,0.01,0.026994,0.75,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile5,4,1,44,0.25,31.124,1.6,29.11,0.4,0.013997,0.896729,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile6,4,1,47,0.25,13.594,1.3,11.96,0.32,0.013997,0.739865,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile7,4,1,169,0.125,6.534,0.65,5.74,0.13,0.013997,0.98294,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile8,4,1,122,0.125,8.964,1.62,7.14,0.19,0.013997,0.977186,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile9,4,1,152,0.0625,55.143,8.16,45.92,1.05,0.012998,0.875788,-nan,-nan
freecell.pddl.0p_1a_3d.0,pfile10,4,1,160,0.125,19.884,2.79,16.65,0.43,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile1,5,1,10,0.5,0.023998,0,0.01,0,0.013998,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile2,5,1,18,0.125,0.033997,0,0.02,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile2,5,2,18,0.25,0.067994,0,0.03,0.01,0.027994,0.809524,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile3,5,1,21,0.125,0.063997,0,0.04,0.01,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile3,5,2,21,0.25,0.597994,0.02,0.49,0.06,0.027994,0.422252,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile4,5,1,32,0.25,0.463997,0.06,0.39,0,0.013997,0.879245,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile5,5,1,49,0.03125,3.234,0.39,2.71,0.12,0.013997,0.920918,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile5,5,2,35,0.125,7.78699,0.78,6.74,0.24,0.026995,0.606095,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile6,5,1,49,0.0625,0.883997,0.08,0.75,0.04,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile6,5,2,52,0.125,2.00799,0.21,1.73,0.04,0.027994,0.978022,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile7,5,1,48,0.03125,0.962997,0.13,0.78,0.04,0.012997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile7,5,2,55,0.0625,2.66699,0.48,2.11,0.05,0.026994,0.966102,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile8,5,1,63,0.125,2.714,0.52,2.13,0.05,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile8,5,2,77,0.25,17.258,3.16,13.54,0.53,0.027994,0.729258,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile9,5,1,89,0.03125,11.103,1.88,8.91,0.3,0.012998,0.91687,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile9,5,2,69,0.125,20.767,3.81,16.21,0.72,0.026995,0.803395,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile10,5,1,58,0.125,2.704,0.37,2.21,0.11,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_4d.0,pfile10,5,2,76,0.25,16.778,2.86,13.42,0.47,0.027994,0.80363,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile1,6,1,10,0.25,0.023997,0,0.01,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile1,6,2,12,0.5,0.037994,0,0.01,0,0.027994,0.615385,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile2,6,1,16,0.125,0.042998,0,0.03,0,0.012998,1,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile2,6,2,16,0.25,0.076995,0,0.05,0,0.026995,0.846154,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile3,6,1,23,0.03125,0.103997,0.01,0.07,0.01,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile3,6,2,22,0.0625,0.177994,0.03,0.11,0.01,0.027994,0.967742,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile3,6,3,20,0.125,0.260991,0.04,0.17,0.01,0.040991,0.901408,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile4,6,1,33,0.0625,0.243997,0.06,0.17,0,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile5,6,1,86,0.015625,4.894,0.49,4.2,0.19,0.013997,0.924374,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile5,6,2,39,0.0625,5.40799,0.56,4.62,0.2,0.027994,0.96124,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile6,6,1,43,0.0625,0.863997,0.05,0.77,0.03,0.013997,1,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile6,6,2,65,0.125,2.28799,0.16,2.02,0.08,0.027994,0.786232,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile7,6,1,130,0.015625,40.414,4.66,34.16,1.58,0.013997,0.853305,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile8,6,1,98,0.015625,72.744,9.44,61.55,1.74,0.013997,0.929833,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile8,6,2,182,0.03125,89.897,12.39,75.3,2.18,0.026994,0.980027,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile9,6,1,149,0.03125,44.964,6.64,37.09,1.22,0.013997,0.853124,-nan,-nan
freecell.pddl.0p_1a_5d.0,pfile10,6,1,85,0.015625,7.304,1.18,5.99,0.12,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile1,2,1,10,1,0,0,0,0,0,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile2,2,1,16,1,0.02,0,0.02,0,0,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile3,2,1,20,1,0.05,0.01,0.03,0.01,0,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile4,2,1,77,0.25,0.793997,0.07,0.69,0.02,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile4,2,2,36,0.5,0.977994,0.08,0.83,0.04,0.027994,0.878261,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile4,2,3,30,1,2.14799,0.18,1.82,0.12,0.027994,0.399441,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile5,2,1,44,0.25,16.124,2.11,13.67,0.33,0.013997,0.944954,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile5,2,2,57,0.5,16.838,2.22,14.24,0.35,0.027994,0.931707,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile6,2,1,105,0.25,2.974,0.41,2.42,0.13,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile6,2,2,45,0.5,3.65799,0.5,2.98,0.15,0.027994,0.932099,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile6,2,3,45,1,4.35799,0.57,3.6,0.16,0.027994,0.915663,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile7,2,1,157,0.25,12.804,1.81,10.63,0.35,0.013997,0.975541,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile8,2,1,79,0.5,3.484,0.62,2.76,0.09,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile9,2,1,55,0.5,1.584,0.19,1.33,0.05,0.013997,0.99359,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile10,2,1,357,0.25,26.664,4.78,21.19,0.68,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_0d.0,pfile10,2,2,95,0.5,33.828,6.12,26.74,0.94,0.027994,0.970516,-nan,-nan
freecell.pddl.0p_2a_1d.0,pfile1,3,1,9,0.5,0.013997,0,0,0,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_1d.0,pfile2,3,1,17,0.5,0.033997,0,0.02,0,0.013997,1,-nan,-nan
freecell.pddl.0p_2a_1d.0,pfile3,3,1,19,0.5,0.053997,0,0.03,0.01,0.013997,1,-nan,-nan
