#SEARCH PARAMETERS:
#Initial robustness threshold:	0.01
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: ALL_MOST_ROBUST_SUPPORTING_ACTIONS_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	1
#use_upper_bound_in_rp:	0
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate,rpg_better_supporting_actions_rate,rp_increasing_robustness_rate
zenotravel.pddl.4p_4a_0d.0,pfile8,8,1,9,0.03125,1.012,0.05,0.91,0.04,0.012,0.828571,0.019783,-nan
zenotravel.pddl.4p_4a_0d.0,pfile8,8,2,11,0.046875,20.674,1.43,19.1,0.12,0.024,0.366279,0.00799227,-nan
zenotravel.pddl.4p_4a_0d.0,pfile8,8,3,12,0.0625,30.096,2.11,27.83,0.12,0.036,0.541667,0.0105564,-nan
zenotravel.pddl.4p_4a_0d.0,pfile8,8,4,8,0.125,35.418,2.59,32.64,0.14,0.048,0.428571,0.00909201,-nan
zenotravel.pddl.4p_4a_0d.0,pfile8,8,5,7,0.25,39.74,2.84,36.7,0.14,0.06,0.292683,0.0127427,-nan
zenotravel.pddl.4p_4a_0d.0,pfile10,8,1,40,0.015625,6.502,0.35,6.14,0,0.012,0.902299,0.0313484,-nan
zenotravel.pddl.4p_4a_0d.0,pfile10,8,2,21,0.0625,9.554,0.54,8.98,0.01,0.024,0.753846,0.0183918,-nan
zenotravel.pddl.4p_4a_0d.0,pfile10,8,3,19,0.125,18.446,1.18,17.16,0.07,0.036,0.546667,0.00833074,-nan
zenotravel.pddl.4p_4a_0d.0,pfile10,8,4,18,0.25,129.138,11.3,117.19,0.6,0.048,0.284264,0.00720149,-nan
zenotravel.pddl.4p_2a_4d.0,pfile2,10,1,3,0.125,0.032,0,0.02,0,0.012,1,0.0354817,-nan
zenotravel.pddl.4p_2a_4d.0,pfile4,10,1,4,0.125,0.072,0.01,0.05,0,0.012,1,0.0330743,-nan
zenotravel.pddl.4p_2a_4d.0,pfile4,10,2,4,0.25,2.024,0.09,1.91,0,0.024,0.55,0.0165686,-nan
zenotravel.pddl.4p_2a_4d.0,pfile6,10,1,5,0.125,0.062,0.01,0.04,0,0.012,1,0.0431481,-nan
zenotravel.pddl.4p_2a_4d.0,pfile6,10,2,6,0.25,0.174,0.01,0.14,0,0.024,1,0.0259676,-nan
zenotravel.pddl.4p_2a_4d.0,pfile8,10,1,6,0.125,0.462,0.05,0.39,0.01,0.012,1,0.0176803,-nan
zenotravel.pddl.4p_2a_4d.0,pfile8,10,2,17,0.1875,14.064,0.92,13.02,0.1,0.024,0.705128,0.00601768,-nan
zenotravel.pddl.4p_2a_4d.0,pfile8,10,3,6,0.25,18.026,1.35,16.47,0.17,0.036,0.394737,0.00634918,-nan
zenotravel.pddl.4p_2a_4d.0,pfile10,10,1,13,0.015625,0.762,0.05,0.68,0.02,0.012,1,0.0215873,-nan
zenotravel.pddl.4p_2a_4d.0,pfile10,10,2,13,0.03125,1.544,0.13,1.37,0.02,0.024,1,0.0233236,-nan
zenotravel.pddl.4p_2a_4d.0,pfile10,10,3,13,0.0625,5.386,0.61,4.64,0.1,0.036,0.966667,0.00593399,-nan
zenotravel.pddl.4p_2a_4d.0,pfile10,10,4,11,0.125,9.468,1.18,8.05,0.19,0.048,0.884615,0.00517432,-nan
zenotravel.pddl.4p_2a_4d.0,pfile10,10,5,12,0.25,33.37,4.14,28.76,0.41,0.06,0.296552,0.00564926,-nan
zenotravel.pddl.4p_2a_2d.0,pfile2,8,1,4,0.0625,0.342,0,0.33,0,0.012,1,0.00552821,-nan
zenotravel.pddl.4p_2a_2d.0,pfile2,8,2,5,0.125,51.784,3.23,48.37,0.16,0.024,0.287016,0.00198481,-nan
zenotravel.pddl.4p_2a_2d.0,pfile2,8,3,6,0.25,115.696,6.95,108.27,0.44,0.036,0.294224,0.00198569,-nan
zenotravel.pddl.4p_2a_2d.0,pfile4,8,1,43,0.015625,35.682,0.76,34.84,0.07,0.012,0.703448,0.00617025,-nan
zenotravel.pddl.4p_2a_2d.0,pfile4,8,2,12,0.03125,72.134,1.9,70.02,0.19,0.024,0.567839,0.00412554,-nan
zenotravel.pddl.4p_2a_2d.0,pfile4,8,3,7,0.046875,103.976,3.91,99.73,0.3,0.036,0.374194,0.00278418,-nan
zenotravel.pddl.4p_2a_2d.0,pfile4,8,4,6,0.0625,133.118,5.13,127.57,0.37,0.048,0.480315,0.00339561,-nan
zenotravel.pddl.4p_2a_2d.0,pfile6,8,1,31,0.015625,27.642,0.81,26.68,0.14,0.012,0.931677,0.00412157,-nan
zenotravel.pddl.4p_2a_2d.0,pfile8,8,1,17,0.015625,230.642,11.35,218.15,1.13,0.012,0.587031,0.00184753,-nan
zenotravel.pddl.4p_2a_0d.0,pfile2,6,1,3,0.125,0.112,0.02,0.08,0,0.012,1,0.00437094,-nan
zenotravel.pddl.4p_2a_0d.0,pfile4,6,1,35,0.125,22.742,1.46,21.16,0.11,0.012,1,0.00332495,-nan
zenotravel.pddl.4p_0a_4d.0,pfile2,8,1,2,0.25,0.012,0,0,0,0.012,1,0.422907,-nan
zenotravel.pddl.4p_0a_4d.0,pfile4,8,1,3,0.125,0.012,0,0,0,0.012,1,0.38914,-nan
zenotravel.pddl.4p_0a_4d.0,pfile6,8,1,4,0.25,0.012,0,0,0,0.012,1,0.29387,-nan
zenotravel.pddl.4p_0a_4d.0,pfile8,8,1,4,0.125,0.022,0.01,0,0,0.012,1,0.21938,-nan
zenotravel.pddl.4p_0a_4d.0,pfile10,8,1,9,0.0625,0.042,0,0.03,0,0.012,1,0.206707,-nan
zenotravel.pddl.4p_0a_4d.0,pfile10,8,2,9,0.125,0.084,0,0.06,0,0.024,1,0.19959,-nan
zenotravel.pddl.4p_0a_2d.0,pfile2,6,1,9,0.0625,0.082,0.01,0.06,0,0.012,1,0.0379624,-nan
zenotravel.pddl.4p_0a_2d.0,pfile2,6,2,11,0.125,53.064,0.15,52.85,0.04,0.024,0.984391,0.0395233,-nan
zenotravel.pddl.4p_0a_2d.0,pfile4,6,1,27,0.03125,0.802,0.01,0.76,0.02,0.012,1,0.046285,-nan
zenotravel.pddl.4p_0a_2d.0,pfile4,6,2,12,0.0625,237.594,0.94,236.5,0.13,0.024,0.932904,0.0439681,-nan
zenotravel.pddl.4p_0a_2d.0,pfile6,6,1,12,0.0625,0.192,0.02,0.16,0,0.012,1,0.0280774,-nan
zenotravel.pddl.4p_0a_2d.0,pfile6,6,2,10,0.125,0.334,0.02,0.29,0,0.024,1,0.0345859,-nan
zenotravel.pddl.4p_0a_2d.0,pfile8,6,1,47,0.0625,5.772,0.36,5.37,0.03,0.012,1,0.0187317,-nan
zenotravel.pddl.4p_0a_2d.0,pfile10,6,1,123,0.03125,32.292,0.95,31.21,0.12,0.012,1,0.0180606,-nan
zenotravel.pddl.4p_0a_2d.0,pfile10,6,2,109,0.0625,808.144,9.91,797.19,1.02,0.024,0.986272,0.020153,-nan
zenotravel.pddl.4p_0a_0d.0,pfile2,4,1,7,0.125,0.042,0,0.03,0,0.012,1,0.0499707,-nan
zenotravel.pddl.4p_0a_0d.0,pfile2,4,2,6,0.5,0.084,0,0.06,0,0.024,0.791667,0.0379599,-nan
zenotravel.pddl.4p_0a_0d.0,pfile4,4,1,8,0.0625,0.052,0,0.04,0,0.012,1,0.0747927,-nan
zenotravel.pddl.4p_0a_0d.0,pfile4,4,2,18,0.25,0.444,0.03,0.38,0.01,0.024,0.82,0.0485137,-nan
zenotravel.pddl.4p_0a_0d.0,pfile4,4,3,9,0.5,3.086,0.17,2.86,0.02,0.036,0.304762,0.0209121,-nan
zenotravel.pddl.4p_0a_0d.0,pfile6,4,1,10,0.25,0.112,0,0.1,0,0.012,1,0.0273826,-nan
zenotravel.pddl.4p_0a_0d.0,pfile6,4,2,10,0.5,0.394,0.03,0.34,0,0.024,0.638889,0.0225085,-nan
zenotravel.pddl.4p_0a_0d.0,pfile8,4,1,21,0.0625,1.442,0.11,1.31,0.01,0.012,1,0.0185099,-nan
zenotravel.pddl.4p_0a_0d.0,pfile8,4,2,46,0.125,6.074,0.36,5.68,0.01,0.024,0.848249,0.0269003,-nan
zenotravel.pddl.4p_0a_0d.0,pfile8,4,3,21,0.25,7.936,0.5,7.39,0.01,0.036,0.780952,0.0222566,-nan
zenotravel.pddl.4p_0a_0d.0,pfile8,4,4,12,0.5,9.848,0.65,9.14,0.01,0.048,0.481013,0.0114852,-nan
zenotravel.pddl.4p_0a_0d.0,pfile10,4,1,70,0.0625,5.902,0.29,5.57,0.03,0.012,1,0.0265649,-nan
zenotravel.pddl.4p_0a_0d.0,pfile10,4,2,44,0.125,8.154,0.46,7.63,0.04,0.024,0.8867,0.0298508,-nan
zenotravel.pddl.4p_0a_0d.0,pfile10,4,3,63,0.25,14.566,0.72,13.72,0.09,0.036,0.891304,0.0214728,-nan
zenotravel.pddl.2p_4a_4d.0,pfile2,10,1,3,0.25,0.012,0,0,0,0.012,1,0.25,-nan
zenotravel.pddl.2p_4a_4d.0,pfile4,10,1,5,0.125,0.022,0,0.01,0,0.012,1,0.282368,-nan
zenotravel.pddl.2p_4a_4d.0,pfile6,10,1,11,0.03125,0.122,0.02,0.09,0,0.012,0.916667,0.128681,-nan
zenotravel.pddl.2p_4a_4d.0,pfile6,10,2,9,0.25,0.174,0.02,0.13,0,0.024,1,0.121506,-nan
zenotravel.pddl.2p_4a_4d.0,pfile8,10,1,9,0.0625,0.142,0.01,0.11,0.01,0.012,0.974359,0.133,-nan
zenotravel.pddl.2p_4a_4d.0,pfile8,10,2,8,0.125,0.204,0.01,0.16,0.01,0.024,0.95,0.140844,-nan
zenotravel.pddl.2p_4a_4d.0,pfile10,10,1,21,0.03125,0.592,0.06,0.5,0.02,0.012,0.915254,0.095388,-nan
zenotravel.pddl.2p_4a_4d.0,pfile10,10,2,21,0.0625,1.924,0.21,1.66,0.03,0.024,0.807018,0.033616,-nan
zenotravel.pddl.2p_4a_4d.0,pfile10,10,3,19,0.125,17.406,1.68,15.59,0.1,0.036,0.364286,0.0250135,-nan
zenotravel.pddl.2p_4a_2d.0,pfile2,8,1,3,0.125,0.012,0,0,0,0.012,0.9,0.0838135,-nan
zenotravel.pddl.2p_4a_2d.0,pfile4,8,1,8,0.03125,0.122,0,0.11,0,0.012,0.885714,0.0762054,-nan
zenotravel.pddl.2p_4a_2d.0,pfile4,8,2,8,0.0625,2.334,0.15,2.16,0,0.024,0.34608,0.0597001,-nan
zenotravel.pddl.2p_4a_2d.0,pfile6,8,1,10,0.125,1.452,0.06,1.38,0,0.012,0.696035,0.040957,-nan
zenotravel.pddl.2p_4a_2d.0,pfile8,8,1,16,0.015625,4.002,0.17,3.8,0.02,0.012,0.605405,0.0318664,-nan
zenotravel.pddl.2p_4a_2d.0,pfile8,8,2,12,0.03125,4.364,0.19,4.13,0.02,0.024,0.796296,0.0423968,-nan
zenotravel.pddl.2p_4a_2d.0,pfile8,8,3,12,0.0625,7.166,0.35,6.72,0.06,0.036,0.601093,0.0350896,-nan
zenotravel.pddl.2p_4a_2d.0,pfile8,8,4,11,0.125,10.048,0.54,9.39,0.07,0.048,0.432836,0.0300877,-nan
zenotravel.pddl.2p_4a_2d.0,pfile10,8,1,35,0.015625,6.132,0.37,5.71,0.04,0.012,0.43152,0.0454476,-nan
zenotravel.pddl.2p_4a_0d.0,pfile2,6,1,3,0.125,0.012,0,0,0,0.012,1,0.140065,-nan
zenotravel.pddl.2p_4a_0d.0,pfile2,6,2,8,0.25,0.054,0,0.03,0,0.024,0.612903,0.069042,-nan
zenotravel.pddl.2p_4a_0d.0,pfile4,6,1,10,0.015625,0.072,0,0.05,0.01,0.012,0.875,0.105042,-nan
zenotravel.pddl.2p_4a_0d.0,pfile4,6,2,7,0.03125,0.124,0,0.09,0.01,0.024,0.875,0.0945617,-nan
zenotravel.pddl.2p_4a_0d.0,pfile6,6,1,14,0.03125,0.162,0.01,0.13,0.01,0.012,0.948276,0.0769254,-nan
zenotravel.pddl.2p_4a_0d.0,pfile6,6,2,10,0.125,0.234,0.02,0.18,0.01,0.024,1,0.0816643,-nan
zenotravel.pddl.2p_4a_0d.0,pfile8,6,1,19,0.015625,0.702,0.02,0.67,0,0.012,0.9,0.0602052,-nan
zenotravel.pddl.2p_4a_0d.0,pfile8,6,2,23,0.03125,1.514,0.07,1.42,0,0.024,0.669643,0.0678071,-nan
zenotravel.pddl.2p_4a_0d.0,pfile8,6,3,12,0.0625,4.886,0.29,4.56,0,0.036,0.606719,0.056028,-nan
zenotravel.pddl.2p_4a_0d.0,pfile10,6,1,48,0.015625,1.912,0.08,1.81,0.01,0.012,0.940639,0.0886912,-nan
zenotravel.pddl.2p_4a_0d.0,pfile10,6,2,27,0.03125,3.314,0.17,3.1,0.02,0.024,0.762376,0.0447016,-nan
zenotravel.pddl.2p_4a_0d.0,pfile10,6,3,22,0.0625,4.166,0.24,3.86,0.03,0.036,0.716216,0.0427661,-nan
zenotravel.pddl.2p_4a_0d.0,pfile10,6,4,52,0.125,6.198,0.35,5.77,0.03,0.048,0.675676,0.0970938,-nan
zenotravel.pddl.2p_2a_4d.0,pfile2,8,1,3,0.0625,0.012,0,0,0,0.012,1,0.284345,-nan
zenotravel.pddl.2p_2a_4d.0,pfile2,8,2,3,0.125,0.044,0,0.02,0,0.024,0.466667,0.0830664,-nan
zenotravel.pddl.2p_2a_4d.0,pfile2,8,3,3,0.25,0.056,0,0.02,0,0.036,0.8,0.115423,-nan
zenotravel.pddl.2p_2a_4d.0,pfile4,8,1,4,0.25,0.012,0,0,0,0.012,1,0.3116,-nan
zenotravel.pddl.2p_2a_4d.0,pfile6,8,1,5,0.5,0.022,0,0,0.01,0.012,1,0.233177,-nan
zenotravel.pddl.2p_2a_4d.0,pfile8,8,1,7,0.03125,0.062,0,0.05,0,0.012,1,0.146868,-nan
zenotravel.pddl.2p_2a_4d.0,pfile8,8,2,11,0.0625,0.384,0.01,0.35,0,0.024,0.84,0.0727913,-nan
zenotravel.pddl.2p_2a_4d.0,pfile8,8,3,7,0.125,0.446,0.01,0.4,0,0.036,0.857143,0.116734,-nan
zenotravel.pddl.2p_2a_4d.0,pfile8,8,4,6,0.25,0.488,0.01,0.43,0,0.048,0.894737,0.149826,-nan
zenotravel.pddl.2p_2a_4d.0,pfile10,8,1,17,0.03125,0.182,0,0.16,0.01,0.012,1,0.137913,-nan
zenotravel.pddl.2p_2a_4d.0,pfile10,8,2,18,0.0625,0.484,0,0.45,0.01,0.024,0.916667,0.0831304,-nan
zenotravel.pddl.2p_2a_4d.0,pfile10,8,3,12,0.125,0.626,0.04,0.54,0.01,0.036,0.857143,0.137339,-nan
zenotravel.pddl.2p_2a_4d.0,pfile10,8,4,13,0.25,1.028,0.06,0.9,0.02,0.048,0.442857,0.0901452,-nan
zenotravel.pddl.2p_2a_2d.0,pfile2,6,1,4,0.125,0.012,0,0,0,0.012,1,0.0932282,-nan
zenotravel.pddl.2p_2a_2d.0,pfile2,6,2,5,0.25,0.104,0,0.08,0,0.024,0.358209,0.0695824,-nan
zenotravel.pddl.2p_2a_2d.0,pfile4,6,1,8,0.125,0.052,0.01,0.03,0,0.012,1,0.0792358,-nan
zenotravel.pddl.2p_2a_2d.0,pfile4,6,2,8,0.25,0.324,0.02,0.28,0,0.024,0.392857,0.0579135,-nan
zenotravel.pddl.2p_2a_2d.0,pfile6,6,1,12,0.125,0.082,0.02,0.05,0,0.012,1,0.0584971,-nan
zenotravel.pddl.2p_2a_2d.0,pfile6,6,2,12,0.25,8.054,0.6,7.4,0.03,0.024,0.25387,0.0338536,-nan
zenotravel.pddl.2p_2a_2d.0,pfile8,6,1,16,0.125,0.472,0.01,0.45,0,0.012,1,0.0325457,-nan
zenotravel.pddl.2p_2a_2d.0,pfile8,6,2,15,0.25,4.744,0.26,4.45,0.01,0.024,0.316456,0.0245853,-nan
zenotravel.pddl.2p_2a_2d.0,pfile10,6,1,51,0.0625,2.192,0.08,2.09,0.01,0.012,1,0.0444572,-nan
zenotravel.pddl.2p_2a_2d.0,pfile10,6,2,32,0.125,4.594,0.21,4.34,0.02,0.024,0.616216,0.0275262,-nan
zenotravel.pddl.2p_2a_0d.0,pfile2,4,1,9,0.25,0.032,0,0.02,0,0.012,1,0.0903122,-nan
zenotravel.pddl.2p_2a_0d.0,pfile4,4,1,36,0.125,0.472,0.03,0.43,0,0.012,0.960591,0.0776049,-nan
zenotravel.pddl.2p_2a_0d.0,pfile4,4,2,15,0.25,0.954,0.04,0.89,0,0.024,0.815126,0.050477,-nan
zenotravel.pddl.2p_2a_0d.0,pfile6,4,1,57,0.125,2.372,0.06,2.29,0.01,0.012,0.996825,0.0422693,-nan
zenotravel.pddl.2p_2a_0d.0,pfile6,4,2,43,0.25,3.804,0.12,3.65,0.01,0.024,0.721739,0.0365226,-nan
zenotravel.pddl.2p_2a_0d.0,pfile8,4,1,71,0.125,6.972,0.15,6.8,0.01,0.012,0.989975,0.0289164,-nan
zenotravel.pddl.2p_2a_0d.0,pfile8,4,2,59,0.25,14.154,0.35,13.76,0.02,0.024,0.748619,0.0278585,-nan
zenotravel.pddl.2p_2a_0d.0,pfile10,4,1,68,0.125,4.622,0.11,4.47,0.03,0.012,0.988539,0.0342266,-nan
zenotravel.pddl.2p_0a_4d.0,pfile2,6,1,3,0.5,0.012,0,0,0,0.012,1,0.152985,-nan
zenotravel.pddl.2p_0a_4d.0,pfile4,6,1,7,0.5,0.022,0,0.01,0,0.012,1,0.137845,-nan
zenotravel.pddl.2p_0a_4d.0,pfile6,6,1,10,0.5,0.032,0,0.02,0,0.012,1,0.0769331,-nan
zenotravel.pddl.2p_0a_4d.0,pfile8,6,1,14,0.015625,0.132,0,0.12,0,0.012,1,0.0766817,-nan
zenotravel.pddl.2p_0a_4d.0,pfile8,6,2,15,0.03125,0.514,0.06,0.43,0,0.024,0.709924,0.0846689,-nan
zenotravel.pddl.2p_0a_4d.0,pfile8,6,3,11,0.25,1.626,0.13,1.44,0.02,0.036,0.480874,0.0708591,-nan
zenotravel.pddl.2p_0a_4d.0,pfile10,6,1,24,0.015625,0.202,0.03,0.16,0,0.012,1,0.0914506,-nan
zenotravel.pddl.2p_0a_2d.0,pfile2,4,1,6,0.25,0.032,0,0.02,0,0.012,1,0.0417119,-nan
zenotravel.pddl.2p_0a_2d.0,pfile4,4,1,4,0.25,0.022,0,0.01,0,0.012,1,0.0632351,-nan
zenotravel.pddl.2p_0a_2d.0,pfile6,4,1,6,0.5,0.052,0,0.04,0,0.012,1,0.0337958,-nan
zenotravel.pddl.2p_0a_2d.0,pfile8,4,1,7,0.25,0.262,0,0.25,0,0.012,1,0.0131947,-nan
zenotravel.pddl.2p_0a_2d.0,pfile8,4,2,7,0.5,1.354,0.07,1.23,0.03,0.024,0.362069,0.0103254,-nan
zenotravel.pddl.2p_0a_2d.0,pfile10,4,1,31,0.25,2.562,0.18,2.35,0.02,0.012,1,0.0141733,-nan
zenotravel.pddl.2p_0a_0d.0,pfile2,2,1,4,0.25,0.032,0,0.02,0,0.012,1,0.0187888,-nan
zenotravel.pddl.2p_0a_0d.0,pfile2,2,2,14,0.5,0.964,0.06,0.88,0,0.024,0.349515,0.0128522,-nan
zenotravel.pddl.2p_0a_0d.0,pfile4,2,1,8,0.25,0.152,0,0.14,0,0.012,1,0.0149541,-nan
zenotravel.pddl.2p_0a_0d.0,pfile4,2,2,13,0.5,7.984,0.32,7.62,0.02,0.024,0.253855,0.0112509,-nan
zenotravel.pddl.2p_0a_0d.0,pfile6,2,1,11,0.25,0.242,0,0.23,0,0.012,1,0.0105937,-nan
zenotravel.pddl.2p_0a_0d.0,pfile6,2,2,27,0.5,3.954,0.19,3.74,0,0.024,0.411168,0.00756112,-nan
zenotravel.pddl.2p_0a_0d.0,pfile8,2,1,11,0.25,0.712,0.08,0.61,0.01,0.012,1,0.00656579,-nan
zenotravel.pddl.2p_0a_0d.0,pfile8,2,2,19,0.5,80.534,7.01,72.84,0.66,0.024,0.299699,0.00439092,-nan
zenotravel.pddl.2p_0a_0d.0,pfile10,2,1,31,0.25,2.892,0.13,2.72,0.03,0.012,1,0.0084606,-nan
zenotravel.pddl.0p_4a_4d.0,pfile2,8,1,10,0.0625,0.022,0,0,0.01,0.012,1,0.191702,-nan
zenotravel.pddl.0p_4a_4d.0,pfile4,8,1,9,0.25,0.032,0.01,0.01,0,0.012,1,0.145704,-nan
zenotravel.pddl.0p_4a_4d.0,pfile6,8,1,14,0.0625,0.132,0.01,0.11,0,0.012,0.949153,0.0723945,-nan
zenotravel.pddl.0p_4a_4d.0,pfile8,8,1,133,0.015625,27.832,0.57,27.21,0.04,0.012,0.927497,0.0607315,-nan
zenotravel.pddl.0p_4a_4d.0,pfile8,8,2,106,0.03125,35.424,0.8,34.55,0.05,0.024,0.945591,0.0620791,-nan
zenotravel.pddl.0p_4a_4d.0,pfile8,8,3,117,0.0625,44.846,0.96,43.79,0.06,0.036,0.990119,0.0633195,-nan
zenotravel.pddl.0p_4a_2d.0,pfile2,6,1,8,0.0625,0.022,0,0.01,0,0.012,0.923077,0.154145,-nan
zenotravel.pddl.0p_4a_2d.0,pfile4,6,1,25,0.03125,0.192,0.01,0.16,0.01,0.012,0.9,0.126413,-nan
zenotravel.pddl.0p_4a_2d.0,pfile4,6,2,8,0.0625,2.154,0.16,1.95,0.02,0.024,0.441919,0.0457283,-nan
zenotravel.pddl.0p_4a_2d.0,pfile6,6,1,33,0.015625,0.612,0.02,0.57,0.01,0.012,0.911765,0.0808003,-nan
zenotravel.pddl.0p_4a_2d.0,pfile6,6,2,55,0.03125,1.884,0.07,1.78,0.01,0.024,0.918455,0.0820572,-nan
zenotravel.pddl.0p_4a_2d.0,pfile6,6,3,25,0.0625,2.486,0.1,2.34,0.01,0.036,0.91129,0.0635827,-nan
zenotravel.pddl.0p_4a_2d.0,pfile8,6,1,71,0.015625,4.952,0.07,4.84,0.03,0.012,0.907738,0.0607033,-nan
zenotravel.pddl.0p_4a_2d.0,pfile8,6,2,28,0.0625,8.404,0.27,8.03,0.08,0.024,0.853881,0.0381155,-nan
zenotravel.pddl.0p_4a_2d.0,pfile10,6,1,234,0.015625,39.962,0.62,39.25,0.08,0.012,0.952128,0.0839669,-nan
zenotravel.pddl.0p_4a_2d.0,pfile10,6,2,109,0.03125,50.904,1.08,49.69,0.11,0.024,0.88383,0.0629574,-nan
zenotravel.pddl.0p_4a_2d.0,pfile10,6,3,123,0.0625,91.986,2.92,88.84,0.19,0.036,0.743119,0.0283651,-nan
zenotravel.pddl.0p_4a_0d.0,pfile2,4,1,14,0.125,0.032,0,0.02,0,0.012,0.851064,0.159097,-nan
zenotravel.pddl.0p_4a_0d.0,pfile4,4,1,20,0.0625,0.102,0,0.09,0,0.012,0.864865,0.106173,-nan
zenotravel.pddl.0p_4a_0d.0,pfile4,4,2,25,0.125,0.804,0.07,0.7,0.01,0.024,0.73545,0.0570802,-nan
zenotravel.pddl.0p_4a_0d.0,pfile6,4,1,41,0.0625,0.712,0.02,0.68,0,0.012,0.923913,0.0819583,-nan
zenotravel.pddl.0p_4a_0d.0,pfile6,4,2,26,0.125,275.514,1.5,273.88,0.11,0.024,0.355787,0.0244488,-nan
zenotravel.pddl.0p_4a_0d.0,pfile8,4,1,76,0.0625,4.442,0.14,4.28,0.01,0.012,0.931937,0.0573453,-nan
zenotravel.pddl.0p_4a_0d.0,pfile8,4,2,35,0.125,9.654,0.41,9.19,0.03,0.024,0.560197,0.0236799,-nan
zenotravel.pddl.0p_4a_0d.0,pfile10,4,1,283,0.0625,27.842,0.28,27.5,0.05,0.012,0.945875,0.0975231,-nan
zenotravel.pddl.0p_4a_0d.0,pfile10,4,2,235,0.125,152.144,3.05,148.87,0.2,0.024,0.5647,0.0265386,-nan
zenotravel.pddl.0p_2a_4d.0,pfile2,6,1,6,0.25,0.012,0,0,0,0.012,1,0.168759,-nan
