#SEARCH PARAMETERS:
#Initial robustness threshold:	0
#Max restart:	5
#Max iterations:	5
#Initial depth bound:	10
#Probes at depth:	60
#Neighborhood size:	5
#Initial fail bound:	32
#Min heuristic bias:	0.5
#Max heuristic bias:	1.5
#
#RELAXED PLAN PARAMETERS:
#Relaxed plan type: ROBUST_FF_RP
#ignore_poss_del_in_rp:	1
#use_lower_bound_in_rp:	1
#use_upper_bound_in_rp:	0
#use_robustness_threshold:	1
#clauses_from_rpg_for_false_preconditions:	1
#current_actions_affect_candidate_action:	1
#candidate_actions_affect_current_actions:	1
#
domain,problem,inc_amount,plan_id,plan_length,plan_robustness,total_time,search_time,rp_time,clause_time,wmc_time,rp_success_rate,rpg_better_supporting_actions_rate,rp_increasing_robustness_rate
zenotravel.pddl.4p_0a_2d.0,pfile6,6,2,9,0.125,3.61799,0.18,3.39,0.02,0.027994,0.261838,0.0276892,-nan
zenotravel.pddl.4p_0a_2d.0,pfile7,6,1,14,0.03125,0.383997,0.02,0.35,0,0.013997,1,0.0257565,-nan
zenotravel.pddl.4p_0a_2d.0,pfile7,6,2,15,0.0625,0.867994,0.04,0.79,0.01,0.027994,0.969697,0.0273517,-nan
zenotravel.pddl.4p_0a_2d.0,pfile8,6,1,42,0.015625,4.764,0.18,4.52,0.05,0.013997,1,0.0160892,-nan
zenotravel.pddl.4p_0a_2d.0,pfile8,6,2,13,0.0625,285.268,1.53,283.5,0.21,0.027994,0.952084,0.0168142,-nan
zenotravel.pddl.4p_0a_2d.0,pfile9,6,1,72,0.0625,10.454,0.33,10.05,0.06,0.013997,1,0.0161933,-nan
zenotravel.pddl.4p_0a_2d.0,pfile10,6,1,83,0.03125,10.934,0.43,10.45,0.04,0.013997,1,0.0176791,-nan
zenotravel.pddl.4p_0a_2d.0,pfile10,6,2,89,0.0625,26.388,0.89,25.42,0.05,0.027994,0.981481,0.0163119,-nan
zenotravel.pddl.4p_0a_3d.0,pfile1,7,1,3,0.25,0.012997,0,0,0,0.012997,1,0.109039,-nan
zenotravel.pddl.4p_0a_3d.0,pfile1,7,2,1,0.5,0.026994,0,0,0,0.026994,0.666667,0.17284,-nan
zenotravel.pddl.4p_0a_3d.0,pfile2,7,1,4,0.5,0.023997,0,0.01,0,0.013997,1,0.0773176,-nan
zenotravel.pddl.4p_0a_3d.0,pfile3,7,1,5,0.125,0.023997,0.01,0,0,0.013997,1,0.0935242,-nan
zenotravel.pddl.4p_0a_3d.0,pfile3,7,2,5,0.25,0.127994,0.01,0.09,0,0.027994,0.38,0.0823271,-nan
zenotravel.pddl.4p_0a_3d.0,pfile4,7,1,6,0.0625,0.033997,0,0.02,0,0.013997,1,0.10364,-nan
zenotravel.pddl.4p_0a_3d.0,pfile4,7,2,6,0.125,0.077994,0,0.05,0,0.027994,0.863636,0.108411,-nan
zenotravel.pddl.4p_0a_3d.0,pfile4,7,3,7,0.25,0.181991,0,0.14,0,0.041991,0.410714,0.0910206,-nan
zenotravel.pddl.4p_0a_3d.0,pfile5,7,1,9,0.125,0.033997,0,0.02,0,0.013997,1,0.0711229,-nan
zenotravel.pddl.4p_0a_3d.0,pfile5,7,2,9,0.25,0.097994,0,0.07,0,0.027994,0.72,0.0725534,-nan
zenotravel.pddl.4p_0a_3d.0,pfile6,7,1,10,0.125,0.053997,0.01,0.03,0,0.013997,1,0.0627517,-nan
zenotravel.pddl.4p_0a_3d.0,pfile6,7,2,10,0.1875,0.157994,0.02,0.11,0,0.027994,0.675676,0.0696822,-nan
zenotravel.pddl.4p_0a_3d.0,pfile6,7,3,9,0.25,0.201991,0.02,0.14,0,0.041991,1,0.0672375,-nan
zenotravel.pddl.4p_0a_3d.0,pfile7,7,1,9,0.125,0.073997,0,0.06,0,0.013997,1,0.0680524,-nan
zenotravel.pddl.4p_0a_3d.0,pfile8,7,1,9,0.0625,0.123997,0,0.11,0,0.013997,1,0.0475423,-nan
zenotravel.pddl.4p_0a_3d.0,pfile8,7,2,12,0.125,0.397994,0,0.37,0,0.027994,0.883721,0.0383354,-nan
zenotravel.pddl.4p_0a_3d.0,pfile9,7,1,28,0.015625,0.863997,0.07,0.76,0.02,0.013997,1,0.0442294,-nan
zenotravel.pddl.4p_0a_3d.0,pfile9,7,2,18,0.0625,1.05799,0.07,0.94,0.02,0.027994,1,0.0559216,-nan
zenotravel.pddl.4p_0a_3d.0,pfile9,7,3,22,0.125,1.80199,0.11,1.63,0.02,0.041991,0.756098,0.0312923,-nan
zenotravel.pddl.4p_0a_3d.0,pfile10,7,1,19,0.0625,0.213997,0.01,0.16,0.03,0.013997,1,0.0578759,-nan
zenotravel.pddl.4p_0a_3d.0,pfile10,7,2,21,0.125,1.03799,0.05,0.91,0.05,0.027994,0.72973,0.02402,-nan
zenotravel.pddl.4p_0a_4d.0,pfile1,8,1,1,0.5,0.013997,0,0,0,0.013997,1,0.360759,-nan
zenotravel.pddl.4p_0a_4d.0,pfile2,8,1,2,0.125,0.013997,0,0,0,0.013997,1,0.348754,-nan
zenotravel.pddl.4p_0a_4d.0,pfile3,8,1,2,0.25,0.013997,0,0,0,0.013997,1,0.338954,-nan
zenotravel.pddl.4p_0a_4d.0,pfile4,8,1,3,0.25,0.013997,0,0,0,0.013997,1,0.326554,-nan
zenotravel.pddl.4p_0a_4d.0,pfile5,8,1,4,0.25,0.023997,0,0.01,0,0.013997,1,0.283876,-nan
zenotravel.pddl.4p_0a_4d.0,pfile6,8,1,4,0.25,0.023997,0,0.01,0,0.013997,1,0.298678,-nan
zenotravel.pddl.4p_0a_4d.0,pfile7,8,1,4,0.25,0.023997,0,0.01,0,0.013997,1,0.306805,-nan
zenotravel.pddl.4p_0a_4d.0,pfile8,8,1,4,0.25,0.023997,0,0.01,0,0.013997,1,0.24606,-nan
zenotravel.pddl.4p_0a_4d.0,pfile9,8,1,7,0.25,0.033997,0,0.02,0,0.013997,1,0.229868,-nan
zenotravel.pddl.4p_0a_4d.0,pfile10,8,1,9,0.125,0.053997,0.01,0.03,0,0.013997,1,0.209638,-nan
zenotravel.pddl.4p_0a_5d.0,pfile1,9,1,1,0.25,0.013997,0,0,0,0.013997,1,0.0707483,-nan
zenotravel.pddl.4p_0a_5d.0,pfile1,9,2,1,0.5,0.107994,0,0.08,0,0.027994,0.333333,0.0100821,-nan
zenotravel.pddl.4p_0a_5d.0,pfile2,9,1,71,0.00390625,9.673,0.12,9.53,0.01,0.012998,1,0.018256,-nan
zenotravel.pddl.4p_0a_5d.0,pfile2,9,2,16,0.0078125,10.227,0.16,10.03,0.01,0.026995,1,0.0173215,-nan
zenotravel.pddl.4p_0a_5d.0,pfile3,9,1,14,0.0078125,1.254,0.08,1.16,0,0.013997,1,0.0147517,-nan
zenotravel.pddl.4p_0a_5d.0,pfile4,9,1,63,0.00390625,11.554,0.28,11.26,0,0.013997,1,0.0175729,-nan
zenotravel.pddl.4p_0a_5d.0,pfile5,9,1,9,0.03125,0.343997,0.01,0.31,0.01,0.013997,1,0.0112181,-nan
zenotravel.pddl.4p_0a_5d.0,pfile6,9,1,11,0.015625,0.413997,0,0.4,0,0.013997,1,0.0115366,-nan
zenotravel.pddl.4p_0a_5d.0,pfile6,9,2,10,0.046875,0.777994,0.05,0.69,0.01,0.027994,1,0.016384,-nan
zenotravel.pddl.4p_0a_5d.0,pfile7,9,1,86,0.00195312,40.574,0.69,39.83,0.04,0.013997,1,0.0104015,-nan
zenotravel.pddl.4p_0a_5d.0,pfile7,9,2,52,0.00195312,55.988,1.09,54.78,0.09,0.027994,1,0.0105059,-nan
zenotravel.pddl.4p_0a_5d.0,pfile7,9,3,54,0.00390625,69.442,1.48,67.8,0.12,0.041991,0.996732,0.0104581,-nan
zenotravel.pddl.4p_0a_5d.0,pfile8,9,1,173,0.00195312,357.703,5.83,351.12,0.74,0.012997,1,0.00653197,-nan
zenotravel.pddl.4p_0a_5d.0,pfile8,9,2,222,0.00195312,719.347,14.45,703.42,1.45,0.026994,1,0.00636278,-nan
zenotravel.pddl.4p_0a_5d.0,pfile9,9,1,119,0.00195312,94.804,4.45,89.93,0.41,0.013997,1,0.00695018,-nan
zenotravel.pddl.4p_0a_5d.0,pfile9,9,2,196,0.00195312,297.848,12.17,284.5,1.15,0.027994,1,0.0069,-nan
zenotravel.pddl.4p_0a_5d.0,pfile10,9,1,273,0.00195312,301.473,11.47,289.01,0.98,0.012997,1,0.00741882,-nan
zenotravel.pddl.4p_0a_5d.0,pfile10,9,2,274,0.00195312,778.377,23.74,752.26,2.35,0.026994,1,0.00779344,-nan
zenotravel.pddl.4p_1a_0d.0,pfile1,5,1,1,1,0,0,0,0,0,1,0.22542,-nan
zenotravel.pddl.4p_1a_0d.0,pfile2,5,1,3,0.25,0.013997,0,0,0,0.013997,1,0.204194,-nan
zenotravel.pddl.4p_1a_0d.0,pfile3,5,1,4,0.5,0.013997,0,0,0,0.013997,1,0.134325,-nan
zenotravel.pddl.4p_1a_0d.0,pfile4,5,1,5,0.25,0.013997,0,0,0,0.013997,1,0.168207,-nan
zenotravel.pddl.4p_1a_0d.0,pfile5,5,1,5,0.25,0.013997,0,0,0,0.013997,1,0.217949,-nan
zenotravel.pddl.4p_1a_0d.0,pfile6,5,1,6,0.125,0.033997,0,0.02,0,0.013997,1,0.111615,-nan
zenotravel.pddl.4p_1a_0d.0,pfile6,5,2,5,0.25,0.047994,0,0.02,0,0.027994,1,0.246308,-nan
zenotravel.pddl.4p_1a_0d.0,pfile7,5,1,6,0.25,0.033997,0,0.02,0,0.013997,1,0.140854,-nan
zenotravel.pddl.4p_1a_0d.0,pfile8,5,1,9,0.125,0.133997,0.01,0.11,0,0.013997,1,0.0992803,-nan
zenotravel.pddl.4p_1a_0d.0,pfile8,5,2,7,0.25,0.207994,0.02,0.16,0,0.027994,0.642857,0.101069,-nan
zenotravel.pddl.4p_1a_0d.0,pfile9,5,1,11,0.125,0.093997,0,0.08,0,0.013997,1,0.0880005,-nan
zenotravel.pddl.4p_1a_0d.0,pfile9,5,2,14,0.25,0.347994,0,0.31,0.01,0.027994,0.526316,0.0901514,-nan
zenotravel.pddl.4p_1a_0d.0,pfile10,5,1,14,0.125,0.173997,0,0.16,0,0.013997,1,0.0744701,-nan
zenotravel.pddl.4p_1a_0d.0,pfile10,5,2,18,0.25,3.42799,0.19,3.17,0.04,0.027994,0.257477,0.0801792,-nan
zenotravel.pddl.4p_1a_1d.0,pfile1,6,1,1,0.25,0.012998,0,0,0,0.012998,1,0.0366492,-nan
zenotravel.pddl.4p_1a_1d.0,pfile1,6,2,1,1,0.342998,0.02,0.31,0,0.012998,0.194444,0.00944411,-nan
zenotravel.pddl.4p_1a_1d.0,pfile2,6,1,5,0.125,0.073997,0,0.06,0,0.013997,1,0.0181562,-nan
zenotravel.pddl.4p_1a_1d.0,pfile2,6,2,5,0.25,4.26699,0.25,3.98,0.01,0.026994,0.220779,0.0127382,-nan
zenotravel.pddl.4p_1a_1d.0,pfile3,6,1,5,0.0625,0.083997,0,0.07,0,0.013997,1,0.0193558,-nan
zenotravel.pddl.4p_1a_1d.0,pfile3,6,2,5,0.125,0.487994,0.01,0.45,0,0.027994,0.5,0.0167657,-nan
zenotravel.pddl.4p_1a_1d.0,pfile3,6,3,5,0.25,9.85199,0.35,9.45,0.01,0.041991,0.223265,0.0122278,-nan
zenotravel.pddl.4p_1a_1d.0,pfile3,6,4,5,0.5,12.896,0.45,12.37,0.02,0.055988,0.203488,0.0109319,-nan
zenotravel.pddl.4p_1a_1d.0,pfile4,6,1,6,0.0625,0.123997,0.01,0.1,0,0.013997,1,0.0188839,-nan
zenotravel.pddl.4p_1a_1d.0,pfile4,6,2,62,0.125,29.347,0.57,28.7,0.05,0.026994,0.460208,0.0129295,-nan
zenotravel.pddl.4p_1a_1d.0,pfile5,6,1,9,0.0625,0.283997,0.03,0.24,0,0.013997,1,0.00952897,-nan
zenotravel.pddl.4p_1a_1d.0,pfile5,6,2,9,0.125,1.05799,0.07,0.96,0,0.027994,0.647059,0.00954838,-nan
zenotravel.pddl.4p_1a_1d.0,pfile5,6,3,9,0.25,2.22099,0.11,2.07,0,0.040991,0.511628,0.00916292,-nan
zenotravel.pddl.4p_1a_1d.0,pfile5,6,4,9,0.5,29.305,1.29,27.86,0.1,0.054988,0.206776,0.0072517,-nan
zenotravel.pddl.4p_1a_1d.0,pfile6,6,1,10,0.0625,0.333997,0.02,0.3,0,0.013997,1,0.0107958,-nan
zenotravel.pddl.4p_1a_1d.0,pfile6,6,2,10,0.125,0.697994,0.07,0.6,0,0.027994,0.952381,0.0116484,-nan
zenotravel.pddl.4p_1a_1d.0,pfile6,6,3,11,0.25,6.80099,0.49,6.27,0,0.040991,0.274725,0.00887834,-nan
zenotravel.pddl.4p_1a_1d.0,pfile6,6,4,9,0.5,15.195,1.1,14,0.04,0.054988,0.225941,0.00814113,-nan
zenotravel.pddl.4p_1a_1d.0,pfile7,6,1,10,0.0625,0.383997,0.04,0.33,0,0.013997,1,0.012343,-nan
zenotravel.pddl.4p_1a_1d.0,pfile7,6,2,27,0.125,11.598,0.54,11,0.03,0.027994,0.347709,0.00884389,-nan
zenotravel.pddl.4p_1a_1d.0,pfile8,6,1,9,0.0625,0.743997,0.09,0.64,0,0.013997,1,0.00828225,-nan
zenotravel.pddl.4p_1a_1d.0,pfile8,6,2,10,0.125,8.08699,0.63,7.4,0.03,0.026995,0.427083,0.00695902,-nan
zenotravel.pddl.4p_1a_1d.0,pfile9,6,1,19,0.0625,1.914,0.21,1.68,0.01,0.013997,1,0.00892412,-nan
zenotravel.pddl.4p_1a_1d.0,pfile9,6,2,18,0.125,8.11699,0.74,7.31,0.04,0.026994,0.446429,0.00863869,-nan
zenotravel.pddl.4p_1a_1d.0,pfile10,6,1,20,0.0625,1.814,0.16,1.62,0.02,0.013997,1,0.00940848,-nan
zenotravel.pddl.4p_1a_1d.0,pfile10,6,2,20,0.125,69.108,4.58,64.12,0.38,0.027994,0.333795,0.00681574,-nan
zenotravel.pddl.4p_1a_2d.0,pfile1,7,1,1,0.25,0.013997,0,0,0,0.013997,1,0.0669291,-nan
zenotravel.pddl.4p_1a_2d.0,pfile1,7,2,1,0.5,0.417994,0.02,0.37,0,0.027994,0.272727,0.00242212,-nan
zenotravel.pddl.4p_1a_2d.0,pfile1,7,3,1,1,3.18799,0.18,2.97,0.01,0.027994,0.188679,0.00200149,-nan
zenotravel.pddl.4p_1a_2d.0,pfile2,7,1,4,0.0625,0.113997,0,0.1,0,0.013997,1,0.00686292,-nan
zenotravel.pddl.4p_1a_2d.0,pfile2,7,2,4,0.25,3.44799,0.2,3.2,0.02,0.027994,0.255102,0.00361646,-nan
zenotravel.pddl.4p_1a_2d.0,pfile3,7,1,5,0.0625,0.883997,0.05,0.82,0,0.013997,1,0.00588802,-nan
zenotravel.pddl.4p_1a_2d.0,pfile3,7,2,4,0.25,1.59699,0.11,1.46,0,0.026994,0.6,0.00614917,-nan
zenotravel.pddl.4p_1a_2d.0,pfile4,7,1,5,0.0625,0.243997,0.01,0.21,0.01,0.013997,1,0.00919484,-nan
zenotravel.pddl.4p_1a_2d.0,pfile4,7,2,5,0.125,0.927994,0.07,0.81,0.02,0.027994,0.769231,0.00570835,-nan
zenotravel.pddl.4p_1a_2d.0,pfile4,7,3,6,0.25,32.432,2.36,29.81,0.22,0.041991,0.28125,0.0013428,-nan
zenotravel.pddl.4p_1a_2d.0,pfile5,7,1,12,0.03125,2.693,0.16,2.51,0.01,0.012997,1,0.00383762,-nan
zenotravel.pddl.4p_1a_2d.0,pfile5,7,2,9,0.0625,4.48699,0.29,4.13,0.04,0.026994,0.791667,0.00400472,-nan
zenotravel.pddl.4p_1a_2d.0,pfile5,7,3,10,0.25,35.4,2.48,32.69,0.19,0.039991,0.306931,0.00143792,-nan
zenotravel.pddl.4p_1a_2d.0,pfile6,7,1,11,0.03125,1.294,0.1,1.17,0.01,0.013997,1,0.0051908,-nan
zenotravel.pddl.4p_1a_2d.0,pfile6,7,2,10,0.0625,4.17799,0.37,3.75,0.03,0.027994,0.636364,0.00371165,-nan
zenotravel.pddl.4p_1a_2d.0,pfile6,7,3,9,0.25,43.801,3.25,40.22,0.29,0.040991,0.272189,0.0021943,-nan
zenotravel.pddl.4p_1a_2d.0,pfile7,7,1,13,0.03125,6.164,0.34,5.76,0.05,0.013997,1,0.0041334,-nan
zenotravel.pddl.4p_1a_2d.0,pfile7,7,2,8,0.25,7.93799,0.47,7.37,0.07,0.027994,0.941176,0.00474806,-nan
zenotravel.pddl.4p_1a_2d.0,pfile8,7,1,16,0.03125,43.364,1.71,41.42,0.22,0.013997,0.875,0.00182391,-nan
zenotravel.pddl.4p_1a_2d.0,pfile8,7,2,8,0.0625,55.817,2.74,52.73,0.32,0.026994,0.444444,0.00226662,-nan
zenotravel.pddl.4p_1a_2d.0,pfile8,7,3,7,0.125,118.39,6.97,110.8,0.58,0.039991,0.324675,0.000878964,-nan
zenotravel.pddl.4p_1a_2d.0,pfile8,7,4,7,0.25,570.324,33.01,535.52,1.74,0.053988,0.224561,0.000495177,-nan
zenotravel.pddl.4p_1a_2d.0,pfile9,7,1,16,0.0625,6.363,0.55,5.71,0.09,0.012997,1,0.00361674,-nan
zenotravel.pddl.4p_1a_2d.0,pfile9,7,2,16,0.125,19.586,1.59,17.72,0.25,0.025994,0.666667,0.00308379,-nan
zenotravel.pddl.4p_1a_2d.0,pfile9,7,3,17,0.25,160.759,10.55,149.48,0.69,0.038992,0.366412,0.000805157,-nan
zenotravel.pddl.4p_1a_2d.0,pfile10,7,1,27,0.03125,45.954,1.78,43.88,0.28,0.013997,0.946809,0.00281776,-nan
zenotravel.pddl.4p_1a_2d.0,pfile10,7,2,18,0.0625,64.538,3.16,60.87,0.48,0.027994,0.65,0.00254237,-nan
zenotravel.pddl.4p_1a_2d.0,pfile10,7,3,18,0.125,104.452,5.72,97.86,0.83,0.041991,0.479167,0.00229511,-nan
zenotravel.pddl.4p_1a_2d.0,pfile10,7,4,19,0.25,520.316,31.5,486.36,2.4,0.055988,0.234568,0.000990142,-nan
zenotravel.pddl.4p_1a_3d.0,pfile1,8,1,1,0.5,0.013997,0,0,0,0.013997,1,0.151102,-nan
zenotravel.pddl.4p_1a_3d.0,pfile1,8,2,1,1,0.053997,0,0.04,0,0.013997,0.666667,0.0101542,-nan
zenotravel.pddl.4p_1a_3d.0,pfile2,8,1,5,0.125,0.093997,0,0.08,0,0.013997,1,0.0283143,-nan
zenotravel.pddl.4p_1a_3d.0,pfile2,8,2,16,0.25,0.907994,0.02,0.85,0.01,0.027994,0.52809,0.0175791,-nan
zenotravel.pddl.4p_1a_3d.0,pfile3,8,1,15,0.0078125,1.504,0.07,1.42,0,0.013997,1,0.0144055,-nan
zenotravel.pddl.4p_1a_3d.0,pfile3,8,2,8,0.015625,1.73799,0.08,1.63,0,0.027994,1,0.025173,-nan
zenotravel.pddl.4p_1a_3d.0,pfile3,8,3,7,0.03125,3.82199,0.16,3.62,0,0.041991,0.654762,0.012089,-nan
zenotravel.pddl.4p_1a_3d.0,pfile3,8,4,21,0.0625,15.896,0.46,15.36,0.02,0.055988,0.572327,0.0117619,-nan
zenotravel.pddl.4p_1a_3d.0,pfile3,8,5,12,0.125,18.6,0.64,17.87,0.02,0.069985,0.4,0.0119049,-nan
zenotravel.pddl.4p_1a_3d.0,pfile4,8,1,12,0.00390625,1.054,0.07,0.97,0,0.013997,1,0.0160065,-nan
